243,93204,timeout,388,100,158.13,7,5,0.5573,0,0.633070,21,41,152,186,50,16,111,18,47,"NA:N,SA:N",0A10|1A1|2A1|3E19|4A1|5A6|6E15|7A1|8A1|9E3|10E2|11N1|12E2
244,93648,timeout,444,100,108.34,10,3,0.5552,0,0.626469,188,46,272,122,50,9,53,10,50,"NA:N,SA:N",0A12|1A20|2A20|3A20|4A20|5A20|6A17|7A19|8E15|9E11|10E20|11A20|12A20
245,94044,timeout,396,100,140.71,5,7,0.5533,0,0.638482,6,22,155,191,50,15,118,19,43,"NA:N,SA:N",0E3|1A2|2A1|3E3|4A1|5A1|6E3|7A1|8E3|9E2|10E4|11N1|12E4
246,94449,timeout,405,100,147.35,7,5,0.5514,0,0.600252,8,21,160,195,50,15,121,18,46,"NA:N,SA:N",0E1|1A1|2A1|3A1|4A1|5A2|6E8|7A1|8A1|9E4|10E5|11N1|12E3
247,94869,timeout,420,100,202.45,6,6,0.5494,0,0.621538,6,37,159,214,47,21,132,24,39,"NA:N,SA:N",0E1|1A1|2A1|3E9|4A1|5A1|6E13|7A1|8A1|9E4|10E5|11N1|12E5
248,95225,timeout,356,100,108.71,6,6,0.5477,0,0.624605,25,54,152,154,50,11,85,13,42,"NA:N,SA:N",0A1|1A13|2A7|3E19|4A1|5A2|6E20|7A1|8E7|9E2|10E3|11N1|12E3
249,95607,timeout,382,100,156.12,6,6,0.5459,0,0.634534,33,23,160,172,50,16,98,19,47,"NA:N,SA:N",0A11|1A4|2A1|3E7|4A1|5A1|6E1|7A15|8E4|9E7|10E2|11N1|12E2
250,96018,timeout,411,100,228.31,9,4,0.5439,0,0.646515,25,16,160,201,50,22,120,23,46,"NA:N,SA:N",0A1|1A1|2A1|3E2|4A8|5A1|6E1|7A1|8A1|9E2|10E11|11A10|12A1
251,96414,timeout,396,100,56.71,8,4,0.5420,0,0.656111,49,28,185,161,50,5,98,6,49,"NA:N,SA:N",0A14|1A20|2A3|3E7|4A1|5A2|6A1|7A2|8A6|9E12|10E5|11N1|12E4
252,96873,timeout,459,100,76.54,12,1,0.5399,0,0.656000,239,19,305,104,50,5,39,4,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10E19|11A20|12A20
253,96938,win,65,13,131.65,13,0,0.5395,0,0.653929,24,0,25,34,6,6,10,4,5,"NA:A,SA:A",0A6|1A3|2A1|3A1|4A1|5A1|6A1|7A1|8A1|9A1|10A2|11A2|12A3
254,97289,timeout,351,100,114.56,3,10,0.5379,0,0.657194,51,81,153,149,49,14,75,21,35,"NA:E,SA:N",0E5|1E5|2E5|3E6|4E6|5E5|6E6|7E5|8E18|9A20|10A11|11A20|12E20
255,97704,timeout,415,100,103.45,10,3,0.5359,0,0.690508,146,59,240,125,50,9,56,10,48,"NA:A,SA:N",0A20|1A20|2A9|3A13|4A20|5A20|6A20|7A5|8A1|9E19|10E20|11A18|12E20
256,97989,timeout,285,100,23.55,7,5,0.5346,0,0.668340,91,87,150,85,50,2,26,3,48,"NA:N,SA:N",0A20|1A19|2A20|3A19|4A5|5A7|6E19|7A1|8E20|9E16|10E16|11N1|12E16
257,98313,timeout,324,100,48.84,8,4,0.5330,0,0.645945,48,59,150,124,50,4,63,4,48,"NA:N,SA:N",0A20|1A1|2A9|3A5|4A4|5A1|6E14|7A5|8A3|9E20|10E12|11N1|12E13
258,98674,timeout,361,100,57.86,8,4,0.5313,0,0.649658,55,26,165,146,50,5,83,6,47,"NA:N,SA:N",0A20|1A20|2A1|3A6|4A1|5A1|6E16|7A5|8A1|9E6|10E2|11N1|12E2
259,99000,timeout,326,100,47.56,7,5,0.5297,0,0.661205,69,64,160,116,50,4,55,5,47,"NA:N,SA:N",0A11|1A20|2A2|3A14|4A20|5A1|6E14|7A1|8E15|9E11|10E12|11N1|12E12
260,99353,timeout,353,100,77.28,6,6,0.5281,0,0.651149,27,37,152,151,50,8,84,11,43,"NA:N,SA:N",0A12|1A3|2A2|3E14|4A2|5A2|6E7|7A6|8E7|9E3|10E3|11N1|12E3
261,99723,timeout,370,100,54.35,8,4,0.5263,0,0.670332,58,28,175,145,50,5,81,7,46,"NA:N,SA:N",0A20|1A8|2A2|3A19|4A1|5A1|6E19|7A1|8A6|9E5|10E3|11N1|12E1
262,100094,timeout,371,100,93.26,8,5,0.5246,0,0.673079,19,37,152,169,50,9,101,10,47,"NA:N,SA:N",0E1|1A1|2A2|3E1|4A2|5A2|6E1|7A1|8A1|9A1|10E20|11A9|12E14
263,100462,timeout,368,100,108.68,9,4,0.5228,0,0.650625,74,58,180,138,50,10,69,11,43,"NA:N,SA:N",0A6|1A20|2A1|3A2|4A11|5A5|6A10|7A1|8E1|9E19|10E19|11A18|12E19
264,100770,timeout,308,100,11.53,8,4,0.5213,0,0.672214,78,63,155,103,50,1,43,3,41,"NA:N,SA:N",0A20|1A20|2A1|3A10|4A2|5A1|6E20|7A5|8A19|9E20|10E11|11N1|12E12
265,101081,timeout,311,100,27.36,7,5,0.5199,0,0.641517,72,63,155,106,50,3,45,5,46,"NA:N,SA:N",0A20|1A16|2A1|3A19|4A11|5A1|6E19|7A4|8E10|9E11|10E12|11N1|12E11
266,101401,timeout,320,100,35.70,7,5,0.5183,0,0.683658,66,66,160,110,50,3,50,4,48,"NA:N,SA:N",0A20|1A2|2A6|3A16|4A1|5A20|6E18|7A1|8E17|9E10|10E11|11N1|12E10
267,101717,timeout,316,100,38.31,6,6,0.5168,0,0.677847,57,81,152,114,50,4,52,6,46,"NA:N,SA:N",0A20|1A3|2A7|3E19|4A2|5A20|6E20|7A5|8E20|9E8|10E7|11N1|12E7
268,102121,timeout,404,100,201.84,11,2,0.5149,0,0.666007,58,9,177,177,50,18,100,16,44,"NA:A,SA:N",0A15|1A4|2A1|3A5|4A1|5A1|6A7|7A1|8A1|9A2|10E6|11A20|12E3
269,102473,timeout,352,100,110.22,7,6,0.5133,0,0.630322,29,46,150,152,50,11,83,13,40,"NA:N,SA:N",0E1|1E1|2A3|3E1|4A1|5A1|6E6|7A1|8A2|9A1|10E20|11A20|12E17
270,102851,timeout,378,100,34.83,9,3,0.5115,0,0.630177,180,60,244,84,50,2,23,2,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E20|10E20|11N1|12E20
271,103160,timeout,309,100,57.09,8,4,0.5100,0,0.661961,64,79,150,109,50,5,46,6,47,"NA:N,SA:N",0A20|1A1|2A1|3A15|4A2|5A13|6E19|7A1|8A11|9E20|10E20|11N1|12E20
272,103455,timeout,295,100,29.55,7,5,0.5086,0,0.612401,79,64,150,95,50,3,34,5,45,"NA:N,SA:N",0A18|1A1|2A20|3A19|4A17|5A3|6E19|7A1|8E19|9E9|10E9|11N1|12E8
273,103792,timeout,337,100,36.77,8,4,0.5070,0,0.660635,95,59,180,107,50,3,46,4,48,"NA:N,SA:N",0A20|1A20|2A5|3A5|4A20|5A20|6E18|7A3|8A2|9E20|10E11|11N1|12E10
274,104090,timeout,298,100,24.08,7,5,0.5056,0,0.649308,80,66,150,98,50,2,39,3,47,"NA:N,SA:N",0A20|1A20|2A2|3A17|4A6|5A14|6E18|7A1|8E14|9E12|10E11|11N1|12E11
275,104497,timeout,407,100,31.72,7,5,0.5036,0,0.643367,107,50,225,132,50,3,70,6,49,"NA:N,SA:N",0A19|1A20|2A20|3A20|4A20|5A7|6E3|7A1|8E12|9E16|10E10|11N1|12E9
276,104821,timeout,324,100,71.14,7,5,0.5021,0,0.670596,63,65,160,114,50,7,49,9,43,"NA:N,SA:N",0A12|1A1|2A17|3A4|4A18|5A10|6E18|7A1|8E15|9E11|10E11|11N1|12E10
277,105236,timeout,415,100,133.75,10,3,0.5001,0,0.649619,132,53,230,135,50,12,63,12,46,"NA:A,SA:N",0A20|1A20|2A7|3A17|4A8|5A20|6A3|7A16|8A1|9E18|10E18|11A20|12E17
278,105531,timeout,295,100,22.65,8,4,0.4987,0,0.591588,75,76,150,95,50,2,34,4,50,"NA:N,SA:N",0A20|1A20|2A6|3A9|4A7|5A3|6E19|7A9|8A1|9E20|10E18|11N1|12E19
279,105895,timeout,364,100,85.99,8,4,0.4970,0,0.645044,75,36,175,139,50,8,73,9,39,"NA:N,SA:N",0A19|1A1|2A3|3A20|4A2|5A1|6A15|7A14|8E18|9E7|10E5|11N1|12E6
280,106247,timeout,352,100,68.02,7,5,0.4953,0,0.622855,89,49,180,122,50,6,59,7,44,"NA:N,SA:N",0A20|1A20|2A1|3A12|4A11|5A19|6E17|7A6|8E15|9E9|10E4|11N1|12E4
281,106661,timeout,414,100,54.69,11,2,0.4934,0,0.623324,218,39,273,91,50,3,29,2,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11A20|12A20
282,107008,timeout,347,100,36.27,7,5,0.4917,0,0.644338,64,46,167,130,50,4,66,7,45,"NA:N,SA:N",0A17|1A20|2A9|3A2|4A1|5A3|6E7|7A12|8E15|9E9|10E7|11N1|12E8
283,107349,timeout,341,100,50.26,4,9,0.4901,0,0.610980,48,52,152,139,50,7,72,13,42,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E3|6E11|7E13|8A3|9A17|10E20|11A20|12A8
284,107743,timeout,394,100,65.09,8,4,0.4882,0,0.591589,160,62,236,108,50,6,42,8,48,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E17|10E14|11N1|12E13
285,108134,timeout,391,100,15.21,9,3,0.4864,0,0.623026,179,59,252,89,50,0,31,0,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
286,108452,timeout,318,100,48.33,8,4,0.4849,0,0.607941,93,64,165,103,50,4,41,5,49,"NA:N,SA:N",0A4|1A5|2A1|3A20|4A3|5A20|6E18|7A20|8A20|9E20|10E13|11N1|12E13
287,108812,timeout,360,100,19.40,8,4,0.4831,0,0.647854,117,55,200,110,50,1,51,2,49,"NA:N,SA:N",0A20|1A8|2A20|3A20|4A5|5A10|6A17|7A17|8E19|9E15|10E11|11N1|12E10
288,109230,win,418,97,252.68,13,0,0.4812,0,0.613683,86,0,199,171,48,17,95,14,43,"NA:A,SA:A",0A4|1A3|2A2|3A20|4A2|5A6|6A4|7A16|8A1|9A2|10A5|11A18|12A3
289,109635,timeout,405,100,260.50,10,3,0.4792,0,0.597515,20,33,158,199,48,25,112,23,38,"NA:N,SA:N",0E1|1A1|2A1|3A1|4A1|5A1|6A1|7A1|8A1|9A1|10E15|11A11|12E17
290,110016,timeout,381,100,53.96,7,5,0.4774,0,0.591246,46,28,175,156,50,5,93,7,46,"NA:N,SA:N",0A10|1A1|2A3|3A11|4A2|5A1|6E3|7A18|8E13|9E4|10E4|11N1|12E4
291,110356,timeout,340,100,84.90,3,10,0.4758,0,0.568297,53,115,150,140,50,11,70,18,46,"NA:E,SA:N",0E10|1E9|2E9|3E9|4E10|5E9|6E10|7E9|8E20|9A13|10E20|11A20|12A20
292,110710,timeout,354,100,38.94,8,4,0.4741,0,0.594468,106,51,190,114,50,3,53,4,48,"NA:N,SA:N",0A20|1A20|2A3|3A19|4A1|5A20|6E19|7A20|8A3|9E18|10E7|11N1|12E7
293,111071,timeout,361,100,62.06,1,12,0.4724,0,0.632952,18,182,151,169,41,10,91,19,28,"NA:E,SA:N",0E13|1E14|2E13|3E13|4E14|5E14|6E14|7E14|8E13|9E20|10E20|11A18|12E20
294,111469,timeout,398,100,110.33,7,5,0.4705,0,0.583882,10,28,152,196,50,11,126,13,45,"NA:N,SA:N",0A1|1A1|2A1|3E3|4A1|5A1|6E15|7A4|8A1|9E4|10E3|11N1|12E3
295,111892,timeout,423,100,179.73,6,7,0.4685,0,0.622952,14,33,170,208,45,19,125,23,40,"NA:N,SA:N",0E1|1A1|2A1|3A1|4A1|5A2|6E1|7E1|8E1|9E9|10E11|11A8|12E9
296,112327,timeout,435,100,94.70,10,3,0.4664,0,0.635380,160,37,255,130,50,7,65,6,47,"NA:A,SA:N",0A20|1A11|2A9|3A20|4A9|5A20|6A20|7A20|8A13|9E19|10E10|11A18|12E8
297,112788,timeout,461,100,105.76,12,1,0.4643,0,0.599405,240,18,308,103,50,8,34,7,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E18|11A20|12A20
298,113203,timeout,415,100,119.80,4,8,0.4623,0,0.573030,12,36,166,202,47,13,128,17,41,"NA:N,SA:N",0E1|1E1|2A1|3E3|4E3|5A2|6E20|7A5|8A4|9E4|10E2|11N1|12E2
299,113615,timeout,412,100,150.17,8,4,0.4603,0,0.605128,67,19,195,167,50,14,95,15,49,"NA:N,SA:N",0A3|1A1|2A1|3A1|4A17|5A19|6A18|7A7|8E4|9E7|10E4|11N1|12E4
300,114019,timeout,404,100,95.89,9,3,0.4584,0,0.585026,180,58,248,106,50,8,39,8,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
301,114475,timeout,456,100,159.71,11,2,0.4562,0,0.606555,220,40,290,116,50,14,41,14,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E20|10E20|11A20|12A20
302,114937,timeout,462,100,138.02,10,3,0.4540,0,0.597951,170,43,270,142,50,12,71,12,48,"NA:N,SA:N",0A20|1A6|2A19|3A20|4A20|5A20|6A11|7A14|8E16|9E7|10E20|11A20|12A20
303,115276,timeout,339,100,42.24,2,11,0.4524,0,0.557699,39,143,149,142,48,7,75,14,43,"NA:E,SA:N",0E11|1E12|2E12|3E12|4E11|5E11|6E12|7E11|8E12|9E19|10E20|11A19|12A20
304,115659,timeout,383,100,49.28,5,8,0.4506,0,0.602442,14,32,155,178,50,6,113,11,46,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E1|5A1|6E4|7E3|8A1|9A1|10E15|11A10|12E6
305,115935,loss,276,63,12.76,0,12,0.4493,0,0.587174,0,33,107,142,27,7,90,16,20,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E4|5E3|6E2|7E3|8E11|9E2|10E2|11N1|12E2
306,116334,timeout,399,100,123.39,8,4,0.4474,0,0.572499,103,41,207,142,50,11,73,10,46,"NA:N,SA:N",0A6|1A1|2A20|3A20|4A14|5A20|6E17|7A20|8A2|9E15|10E4|11N1|12E5
307,116669,timeout,335,100,97.00,2,11,0.4458,0,0.560122,39,159,142,143,50,13,69,22,38,"NA:E,SA:N",0E13|1E13|2E13|3E14|4E14|5E14|6E14|7E13|8E14|9E18|10E19|11A19|12A20
308,117107,timeout,438,100,257.58,9,4,0.4437,0,0.578520,25,69,179,218,41,25,125,24,33,"NA:N,SA:N",0A2|1A1|2A1|3A1|4A1|5A1|6A2|7E9|8A1|9E20|10E20|11A15|12E20
309,117497,timeout,390,100,158.10,8,4,0.4419,0,0.582031,28,33,170,170,50,15,97,16,48,"NA:N,SA:N",0A2|1A7|2A1|3A1|4A1|5A1|6A1|7A14|8E17|9E5|10E5|11N1|12E6
310,117925,timeout,428,100,85.33,1,12,0.4399,0,0.592955,18,158,181,208,39,12,126,21,34,"NA:E,SA:N",0E11|1E10|2E10|3E11|4E11|5E11|6E12|7E11|8E11|9E20|10E20|11A18|12E20
311,118310,timeout,385,100,52.85,1,12,0.4380,0,0.591034,18,223,166,183,36,9,101,18,31,"NA:E,SA:N",0E19|1E18|2E18|3E18|4E18|5E18|6E18|7E18|8E18|9E20|10E20|11A18|12E20
312,118662,timeout,352,100,48.02,8,4,0.4364,0,0.593628,115,73,198,105,49,4,42,5,48,"NA:N,SA:N",0A20|1A2|2A14|3A16|4A20|5A11|6A18|7A14|8E20|9E18|10E18|11N1|12E17
313,119005,timeout,343,100,55.93,8,4,0.4347,0,0.550705,86,42,170,123,50,5,60,6,46,"NA:N,SA:N",0A17|1A1|2A4|3A14|4A20|5A2|6A8|7A20|8E19|9E12|10E6|11N1|12E5
314,119384,timeout,379,100,83.49,9,3,0.4329,0,0.585886,178,56,234,97,48,7,30,7,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A19|8A19|9E16|10E20|11N1|12E20
315,119780,win,396,74,238.41,13,0,0.4310,0,0.606859,137,0,224,137,35,15,74,11,34,"NA:A,SA:A",0A17|1A20|2A1|3A2|4A15|5A6|6A20|7A13|8A2|9A3|10A3|11A20|12A15
316,120178,timeout,398,100,98.58,1,12,0.4292,0,0.584494,20,115,163,195,40,13,113,20,33,"NA:E,SA:N",0E6|1E6|2E7|3E6|4E6|5E6|6E7|7E6|8E7|9E18|10E20|11A20|12E20
317,120601,timeout,423,100,146.78,9,3,0.4271,0,0.581946,116,40,225,148,50,13,77,13,48,"NA:A,SA:N",0A6|1A20|2A9|3A3|4A20|5A4|6A20|7A20|8A14|9E19|10E10|11N1|12E11
318,121110,timeout,509,100,177.09,11,2,0.4247,0,0.580506,188,28,304,155,50,15,81,14,49,"NA:A,SA:N",0A20|1A20|2A5|3A20|4A16|5A20|6A20|7A11|8A16|9E8|10E20|11A20|12A20
319,121537,timeout,427,100,85.57,9,3,0.4227,0,0.584588,180,58,259,118,50,7,52,7,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
320,121972,timeout,435,100,208.60,12,1,0.4206,0,0.570126,94,20,217,168,50,18,92,15,46,"NA:A,SA:N",0A5|1A1|2A1|3A3|4A10|5A5|6A16|7A2|8A19|9A1|10E20|11A20|12A11
321,122283,win,311,60,252.81,13,0,0.4192,0,0.564526,96,0,159,123,29,17,65,14,28,"NA:A,SA:A",0A17|1A20|2A1|3A3|4A3|5A12|6A6|7A1|8A2|9A3|10A4|11A16|12A8
322,122690,timeout,407,100,172.42,8,4,0.4172,0,0.579536,40,16,175,182,50,16,109,16,49,"NA:N,SA:N",0A1|1A20|2A7|3A1|4A1|5A6|6A2|7A2|8E5|9E6|10E3|11N1|12E2
323,123113,timeout,423,100,211.73,10,3,0.4152,0,0.590492,101,36,210,163,50,20,83,21,48,"NA:N,SA:N",0A1|1A20|2A1|3A7|4A20|5A13|6A1|7A7|8E3|9E13|10E20|11A20|12A11
324,123541,timeout,428,100,175.38,8,4,0.4132,0,0.581921,80,28,210,168,50,17,92,19,48,"NA:N,SA:N",0A9|1A20|2A3|3A3|4A10|5A14|6A20|7A1|8E6|9E9|10E10|11N1|12E3
325,123956,timeout,415,100,184.35,10,3,0.4112,0,0.599735,89,34,200,165,50,17,89,16,48,"NA:A,SA:N",0A10|1A20|2A20|3A6|4A6|5A2|6A1|7A2|8A2|9E12|10E11|11A20|12E11
326,124364,timeout,408,100,154.83,9,3,0.4093,0,0.588710,52,12,182,176,50,14,103,14,49,"NA:A,SA:N",0A2|1A20|2A5|3A5|4A8|5A6|6A2|7A1|8A3|9E5|10E3|11N1|12E4
327,124873,timeout,509,100,107.69,11,2,0.4069,0,0.582713,220,38,323,137,49,8,68,7,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E18|11A20|12E20
328,125282,timeout,409,100,202.04,8,4,0.4049,0,0.560454,38,22,173,187,49,19,110,19,49,"NA:N,SA:N",0A2|1A20|2A1|3A1|4A8|5A4|6A1|7A1|8E4|9E11|10E4|11N1|12E3
329,125719,timeout,437,100,167.42,12,1,0.4028,0,0.582491,107,17,223,164,50,14,91,12,47,"NA:A,SA:N",0A9|1A20|2A18|3A1|4A3|5A10|6A8|7A2|8A3|9A1|10E17|11A20|12A12
330,126146,timeout,427,100,279.37,10,3,0.4008,0,0.567198,75,22,190,187,50,26,103,25,45,"NA:N,SA:N",0A20|1A13|2A1|3A1|4A2|5A3|6A6|7A2|8E2|9E1|10E19|11A20|12A7
331,126581,timeout,435,100,158.30,1,12,0.3987,0,0.591600,18,132,187,209,39,19,121,26,34,"NA:E,SA:N",0E8|1E8|2E8|3E7|4E8|5E8|6E10|7E8|8E7|9E20|10E20|11A18|12E20
332,127011,timeout,430,100,166.45,9,3,0.3967,0,0.565164,180,44,252,128,50,15,54,15,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E13|11N1|12E13
333,127372,loss,361,83,155.11,0,12,0.3950,0,0.582795,0,33,137,187,37,21,111,30,33,"NA:E,SA:N",0E1|1E1|2E1|3E2|4E3|5E3|6E9|7E3|8E3|9E3|10E2|11N1|12E2
334,127726,timeout,354,100,82.59,2,11,0.3933,0,0.561989,39,157,153,154,47,11,82,17,39,"NA:E,SA:N",0E13|1E13|2E13|3E13|4E13|5E13|6E13|7E13|8E14|9E19|10E20|11A19|12A20
335,128152,timeout,426,100,193.76,4,9,0.3913,0,0.560476,14,26,166,212,48,21,131,25,40,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E1|5E1|6E2|7A1|8A1|9A1|10E13|11A11|12E4
336,128555,timeout,403,100,115.18,4,8,0.3894,0,0.624991,5,41,158,197,48,13,123,18,42,"NA:N,SA:N",0E1|1A1|2A1|3E2|4E11|5A2|6E14|7A1|8E7|9E2|10E2|11N1|12E2
337,128996,timeout,441,100,118.41,4,8,0.3873,0,0.586762,4,41,174,225,42,13,147,17,39,"NA:N,SA:N",0E1|1E3|2A1|3E9|4E8|5A1|6E17|7A1|8A1|9E1|10E1|11N1|12E1
338,129395,timeout,399,100,105.39,1,12,0.3854,0,0.573954,17,238,178,195,26,14,99,22,22,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E18|10E20|11A17|12E20
339,129818,timeout,423,100,106.33,8,4,0.3834,0,0.588522,113,25,220,153,50,9,87,9,47,"NA:N,SA:N",0A20|1A20|2A11|3A20|4A20|5A20|6A1|7A1|8E3|9E12|10E5|11N1|12E5
340,130358,timeout,540,100,196.95,11,2,0.3808,0,0.564897,197,16,319,171,50,17,95,16,47,"NA:A,SA:N",0A20|1A20|2A20|3A7|4A20|5A20|6A20|7A20|8A10|9E3|10E13|11A20|12A20
341,130842,timeout,484,100,238.59,10,3,0.3785,0,0.559858,113,11,242,192,50,22,110,22,48,"NA:A,SA:N",0A14|1A20|2A4|3A15|4A20|5A16|6A1|7A4|8A1|9E3|10E4|11A18|12E4
342,131267,timeout,425,100,158.00,8,4,0.3765,0,0.588866,52,24,195,180,50,15,107,16,49,"NA:N,SA:N",0A20|1A11|2A3|3A1|4A3|5A1|6A12|7A1|8E5|9E9|10E5|11N1|12E5
343,131714,timeout,447,100,157.97,9,3,0.3744,0,0.571987,142,37,250,147,50,14,75,13,49,"NA:A,SA:N",0A20|1A20|2A8|3A18|4A20|5A18|6A20|7A17|8A1|9E18|10E9|11N1|12E10
344,132113,timeout,399,100,134.44,8,4,0.3725,0,0.588920,81,29,195,154,50,12,85,12,47,"NA:N,SA:N",0A20|1A8|2A3|3A18|4A5|5A1|6A19|7A7|8E5|9E12|10E6|11N1|12E6
345,132558,timeout,445,100,230.95,8,4,0.3703,0,0.554528,52,19,200,195,50,22,115,23,49,"NA:N,SA:N",0A1|1A5|2A7|3A1|4A20|5A1|6A16|7A1|8E4|9E7|10E4|11N1|12E4
346,133122,timeout,564,100,214.44,10,3,0.3677,0,0.574753,168,23,324,190,50,19,112,19,49,"NA:N,SA:N",0A20|1A20|2A20|3A7|4A20|5A20|6A17|7A10|8E2|9E1|10E20|11A16|12A18
347,133529,timeout,407,100,196.02,6,6,0.3657,0,0.571115,10,21,152,205,50,20,126,23,47,"NA:N,SA:N",0E1|1A1|2A1|3A3|4A3|5A1|6E4|7A1|8E9|9E3|10E2|11N1|12E2
348,133951,timeout,422,100,175.67,9,3,0.3637,0,0.549346,115,27,215,157,50,16,83,16,46,"NA:A,SA:N",0A20|1A20|2A20|3A3|4A20|5A1|6A20|7A10|8A1|9E15|10E6|11N1|12E6
349,134360,timeout,409,100,230.39,7,6,0.3618,0,0.584043,14,27,155,205,49,23,122,25,41,"NA:N,SA:N",0A1|1A1|2A1|3E1|4E1|5A1|6E1|7A1|8E2|9A1|10E16|11A8|12E6
350,134716,loss,356,86,105.11,0,12,0.3601,0,0.560069,0,35,140,177,39,16,105,25,34,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E9|5E3|6E3|7E3|8E3|9E5|10E2|11N1|12E3
351,135243,timeout,527,100,211.02,12,1,0.3576,0,0.551069,141,8,286,191,50,18,113,15,47,"NA:A,SA:N",0A20|1A20|2A10|3A2|4A2|5A18|6A16|7A2|8A1|9E8|10A10|11A20|12A20
352,135642,timeout,399,100,213.19,9,3,0.3557,0,0.591823,27,12,157,192,50,20,113,20,45,"NA:A,SA:N",0A2|1A4|2A1|3A1|4A2|5A11|6A4|7A1|8A1|9E5|10E4|11N1|12E3
353,136094,timeout,452,100,225.82,10,3,0.3536,0,0.570204,82,17,218,185,49,21,104,21,46,"NA:A,SA:N",0A20|1A4|2A4|3A2|4A20|5A2|6A2|7A7|8A1|9E7|10E4|11A20|12E6
354,136527,timeout,433,100,177.83,9,3,0.3515,0,0.560433,78,20,210,173,50,16,100,15,48,"NA:A,SA:N",0A13|1A20|2A4|3A20|4A1|5A1|6A17|7A1|8A1|9E10|10E5|11N1|12E5
355,136958,timeout,431,100,200.71,9,3,0.3494,0,0.596291,129,30,228,154,49,18,78,16,46,"NA:A,SA:N",0A20|1A20|2A20|3A6|4A20|5A2|6A20|7A20|8A1|9E15|10E8|11N1|12E7
356,137393,timeout,435,100,186.30,1,12,0.3474,0,0.579185,19,164,189,211,35,22,115,30,26,"NA:E,SA:N",0E11|1E11|2E11|3E11|4E14|5E10|6E16|7E11|8E10|9E19|10E20|11A19|12E20
357,137820,timeout,427,100,173.72,8,4,0.3454,0,0.610419,91,24,213,165,49,16,91,16,46,"NA:N,SA:N",0A14|1A9|2A1|3A1|4A20|5A6|6A20|7A20|8E3|9E10|10E5|11N1|12E6
358,138274,timeout,454,100,274.59,8,4,0.3432,0,0.601396,72,34,215,189,50,26,106,26,47,"NA:N,SA:N",0A15|1A20|2A4|3A2|4A1|5A4|6A20|7A6|8E3|9E15|10E8|11N1|12E8
359,138689,timeout,415,100,213.25,2,11,0.3412,0,0.600191,27,84,168,203,44,24,115,30,31,"NA:E,SA:N",0E4|1E4|2E4|3E4|4E5|5E4|6E9|7E4|8E8|9E18|10E20|11A7|12A20
360,139085,timeout,396,100,68.61,1,12,0.3393,0,0.608067,19,239,173,198,25,11,103,19,17,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E19|10E20|11A19|12E20
361,139503,timeout,418,100,251.48,7,5,0.3374,0,0.592769,8,40,166,204,48,25,119,27,46,"NA:N,SA:N",0A1|1A2|2A1|3E10|4A1|5A1|6E18|7A1|8A1|9E6|10E3|11N1|12E3
362,139906,timeout,403,100,282.08,9,4,0.3354,0,0.617532,53,35,168,187,48,27,99,27,40,"NA:N,SA:N",0A3|1A20|2A3|3A1|4A1|5A3|6A1|7A1|8E1|9E8|10E13|11A20|12E13
363,140314,timeout,408,100,203.23,7,5,0.3335,0,0.634933,48,11,175,183,50,20,105,22,48,"NA:N,SA:N",0A5|1A4|2A16|3A1|4A20|5A1|6E3|7A1|8E2|9E2|10E2|11N1|12E2
364,140697,timeout,383,100,160.08,9,4,0.3317,0,0.610256,90,49,192,141,50,15,66,16,47,"NA:N,SA:N",0A11|1A20|2A6|3A3|4A20|5A1|6A11|7A1|8E1|9E16|10E17|11A17|12E15
