609,230992,timeout,294,100,16.14,8,4,0.0500,0,0.851782,100,61,150,94,50,1,36,1,41,"NA:N,SA:N",0A5|1A20|2A16|3A18|4A19|5A1|6E20|7A20|8A1|9E17|10E12|11N1|12E12
610,231308,timeout,316,100,18.36,6,6,0.0500,0,0.861644,55,50,150,116,50,2,57,4,36,"NA:N,SA:N",0E8|1A7|2A10|3A3|4A1|5A20|6E20|7A14|8E13|9E3|10E3|11N1|12E3
611,231601,timeout,293,100,14.63,8,4,0.0500,0,0.861128,82,66,150,93,50,1,35,1,33,"NA:N,SA:N",0A7|1A20|2A2|3A20|4A11|5A1|6E18|7A20|8A1|9E20|10E14|11N1|12E14
612,231910,timeout,309,100,8.89,7,5,0.0500,0,0.900982,72,51,150,109,50,0,52,1,35,"NA:N,SA:N",0A2|1A20|2A4|3A19|4A20|5A5|6E19|7A2|8E15|9E5|10E6|11N1|12E6
613,232186,timeout,276,100,16.36,8,4,0.0500,0,0.915829,86,80,150,76,50,1,18,1,26,"NA:N,SA:N",0A20|1A19|2A1|3A18|4A2|5A5|6E20|7A20|8A1|9E20|10E20|11N1|12E20
614,232522,timeout,336,100,71.86,9,3,0.0500,0,0.948254,75,37,160,126,50,6,63,5,19,"NA:A,SA:N",0A1|1A20|2A17|3A11|4A9|5A1|6A1|7A14|8A1|9E18|10E10|11N1|12E9
615,232853,timeout,331,100,56.36,8,4,0.0500,0,0.944342,105,55,175,106,50,5,44,5,21,"NA:N,SA:N",0A2|1A20|2A12|3A20|4A17|5A11|6A3|7A20|8E3|9E17|10E17|11N1|12E18
616,233161,timeout,308,100,15.18,8,4,0.0500,0,0.917678,67,67,150,108,50,1,50,1,39,"NA:N,SA:N",0A20|1A1|2A1|3A19|4A1|5A4|6E18|7A20|8A1|9E20|10E14|11N1|12E15
617,233453,timeout,292,100,45.07,6,6,0.0500,0,0.931687,47,45,123,119,50,5,57,7,18,"NA:N,SA:N",0E2|1A17|2A1|3E20|4A1|5A20|6A1|7A7|8E12|9E2|10E3|11N1|12E6
618,233743,timeout,290,100,29.10,9,3,0.0500,0,0.917222,75,59,150,90,50,2,31,1,13,"NA:N,SA:N",0A1|1A18|2A1|3A19|4A5|5N1|6E19|7A9|8A1|9A1|10E20|11A20|12E20
619,234064,timeout,321,100,49.11,8,3,0.0500,0,0.930961,60,47,150,121,50,4,61,3,38,"NA:N,SA:N",0A1|1A20|2N1|3A19|4A8|5N1|6E19|7A8|8A1|9A1|10E19|11A2|12E9
620,234344,timeout,280,100,-0.20,4,7,0.0500,0,0.934047,78,81,144,86,50,1,29,4,31,"NA:N,SA:N",0E19|1A18|2N1|3E20|4A20|5A20|6E20|7A20|8E15|9E1|10E3|11N1|12E3
621,234665,timeout,321,100,17.91,7,5,0.0500,0,0.914349,61,34,150,121,50,1,63,2,29,"NA:N,SA:N",0A1|1A15|2A3|3A17|4A1|5A20|6E11|7A4|8E9|9E4|10E5|11N1|12E5
622,234958,timeout,293,100,18.83,8,4,0.0500,0,0.907077,74,80,150,93,50,1,35,1,30,"NA:N,SA:N",0A2|1A20|2A20|3A20|4A1|5A1|6E20|7A9|8A1|9E20|10E20|11N1|12E20
623,235274,timeout,316,100,34.96,6,5,0.0500,0,0.930214,58,45,150,116,50,3,57,4,30,"NA:N,SA:N",0E17|1A12|2N1|3A20|4A1|5A4|6E20|7A20|8A1|9E2|10E3|11N1|12E3
624,235604,timeout,330,100,33.40,5,7,0.0500,0,1.016058,35,58,150,130,50,4,69,7,28,"NA:N,SA:N",0E1|1A10|2A2|3E1|4E16|5A2|6E14|7A20|8A1|9E9|10E9|11N1|12E8
625,235836,timeout,232,100,-12.03,4,7,0.0500,0,0.968606,57,88,111,71,50,0,15,3,15,"NA:N,SA:N",0E14|1A19|2A1|3E20|4A20|5A17|6E20|7N1|8E8|9E8|10E9|11N1|12E9
626,236112,timeout,276,100,47.01,6,6,0.0500,0,0.977692,22,36,105,121,50,5,60,6,19,"NA:N,SA:N",0E2|1A1|2A1|3A5|4A1|5A2|6E20|7A12|8E7|9E2|10E3|11N1|12E2
627,236436,timeout,324,100,26.54,6,6,0.0500,0,0.968486,49,50,150,124,50,3,64,5,19,"NA:N,SA:N",0E16|1E3|2A1|3A20|4A1|5A6|6E20|7A20|8A1|9E4|10E4|11N1|12E3
628,236733,timeout,297,100,26.67,8,4,0.0500,0,0.987458,96,56,150,97,50,2,38,2,34,"NA:N,SA:N",0A4|1A20|2A1|3A20|4A10|5A20|6E18|7A20|8A1|9E18|10E10|11N1|12E10
629,236978,timeout,245,100,10.60,5,6,0.0500,0,0.978831,26,73,99,96,50,2,38,4,9,"NA:N,SA:N",0E14|1A8|2A1|3E20|4A1|5N1|6E20|7A15|8A1|9E5|10E7|11N1|12E7
630,237285,timeout,307,100,14.37,6,6,0.0500,0,0.977063,59,72,150,107,50,2,48,4,17,"NA:N,SA:N",0E12|1A16|2A1|3E20|4A1|5A20|6E20|7A20|8A1|9E7|10E7|11N1|12E6
631,237611,timeout,326,100,26.76,7,4,0.0500,0,1.026704,42,60,150,126,50,2,68,2,37,"NA:N,SA:N",0A1|1A13|2N1|3A20|4A2|5A1|6E18|7A1|8A4|9E20|10E11|11N1|12E11
632,237915,timeout,304,100,31.24,7,5,0.0500,0,1.034336,85,59,150,104,50,3,44,4,33,"NA:N,SA:N",0E4|1A20|2A3|3E20|4A20|5A20|6A1|7A20|8A1|9E16|10E10|11N1|12E9
633,238206,timeout,291,100,31.31,6,6,0.0500,0,0.970947,85,78,150,91,50,3,32,4,22,"NA:N,SA:N",0E3|1A15|2A9|3E20|4A20|5A20|6E20|7A20|8A1|9E16|10E10|11N1|12E9
634,238492,timeout,286,100,6.86,6,6,0.0500,0,1.054869,90,75,150,86,50,1,28,2,16,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A20|5A9|6E20|7A20|8A1|9E11|10E2|11N1|12E4
635,238821,timeout,329,100,53.29,8,5,0.0500,0,1.106720,57,44,150,129,50,5,66,6,25,"NA:N,SA:N",0E2|1A17|2A2|3E9|4A1|5A11|6E13|7A10|8A1|9A1|10E11|11A14|12E9
636,239108,timeout,287,100,39.62,6,5,0.0500,0,1.099233,70,66,137,100,50,4,40,5,26,"NA:N,SA:N",0E1|1E18|2A20|3E20|4A20|5N1|6A8|7N1|8A1|9A1|10E19|11A20|12E8
637,239344,timeout,236,100,-18.94,4,8,0.0500,0,1.104593,59,98,114,72,50,0,15,4,43,"NA:N,SA:N",0E8|1E19|2A17|3E20|4A19|5A20|6E20|7A3|8E8|9E8|10E7|11N1|12E8
638,239634,timeout,290,100,11.00,6,6,0.0500,0,1.238238,88,78,150,90,50,1,33,2,24,"NA:N,SA:N",0E15|1A18|2A9|3E20|4A20|5A20|6E20|7A20|8A1|9E6|10E6|11N1|12E11
639,239909,timeout,275,100,6.90,6,6,0.0500,0,1.289132,90,81,145,80,50,1,22,3,13,"NA:N,SA:N",0E19|1A19|2A10|3E20|4A20|5A20|6E20|7A20|8A1|9E12|10E3|11N1|12E7
640,240212,timeout,303,100,95.93,9,2,0.0500,0,1.267749,76,39,148,105,50,8,41,6,35,"NA:N,SA:N",0E19|1A5|2N1|3A2|4A18|5N1|6A6|7A20|8A1|9A3|10A1|11A20|12E20
641,240559,timeout,347,100,105.57,7,4,0.0500,0,1.417632,53,24,150,147,50,10,81,10,26,"NA:N,SA:N",0E17|1A20|2A1|3A1|4A9|5N1|6A1|7A20|8A1|9E1|10E3|11N1|12E3
642,240948,timeout,389,100,284.99,10,3,0.0500,0,1.324258,58,31,170,169,50,27,84,25,29,"NA:N,SA:N",0A1|1A10|2A1|3A1|4A1|5A2|6A1|7A20|8E3|9E17|10A1|11A20|12E11
643,241280,timeout,332,100,56.62,5,8,0.0500,0,1.215425,51,54,150,132,50,7,67,11,38,"NA:N,SA:N",0E1|1E5|2E1|3E2|4E18|5A9|6E3|7A20|8A1|9A1|10E17|11A20|12E7
644,241613,timeout,333,100,91.83,7,6,0.0500,0,1.209106,57,54,150,133,50,9,66,10,14,"NA:N,SA:N",0E1|1E1|2E12|3A1|4E20|5A10|6A1|7A4|8A20|9A1|10E15|11A20|12E5
645,241942,timeout,329,100,36.29,5,7,0.0500,0,1.176254,43,54,150,129,50,4,69,6,27,"NA:N,SA:N",0E8|1E1|2A1|3E20|4E3|5A20|6A1|7A20|8A1|9E14|10E4|11N1|12E4
646,242356,timeout,414,100,196.24,4,8,0.0500,0,1.166225,38,42,180,184,50,21,105,25,44,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E14|5A16|6A1|7A20|8A1|9E12|10E6|11N1|12E6
647,242703,timeout,347,100,101.57,5,8,0.0500,0,1.127703,54,53,150,147,50,11,78,15,42,"NA:N,SA:N",0E1|1E1|2E2|3E3|4E20|5A12|6E11|7A20|8A1|9A1|10E11|11A20|12E4
648,243012,timeout,309,100,36.59,5,8,0.0500,0,1.114770,61,81,150,109,50,5,46,8,19,"NA:N,SA:N",0E2|1E1|2E4|3E1|4E20|5A19|6E20|7A20|8A1|9A1|10E20|11A20|12E13
649,243339,timeout,327,100,20.37,5,8,0.0500,0,1.140034,61,65,150,127,50,3,66,7,21,"NA:N,SA:N",0E1|1E1|2E5|3E1|4E20|5A19|6E16|7A20|8A1|9A1|10E15|11A20|12E6
650,243700,timeout,361,100,38.46,2,10,0.0500,0,1.182598,7,43,153,159,49,6,95,12,16,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E7|5E6|6E15|7A6|8A1|9E5|10E2|11N1|12E2
651,244026,timeout,326,100,-7.74,3,9,0.0500,0,1.153766,33,74,150,126,50,1,68,6,24,"NA:N,SA:N",0E1|1E14|2E14|3E1|4E20|5A14|6E16|7A18|8A1|9E4|10E2|11N1|12E2
652,244345,timeout,319,100,30.99,5,8,0.0500,0,1.161134,60,67,150,119,50,4,58,7,41,"NA:N,SA:N",0E1|1E1|2E4|3E2|4E20|5A18|6E19|7A20|8A1|9A1|10E14|11A20|12E6
653,244739,timeout,394,100,220.49,6,6,0.0500,0,1.153807,47,23,165,179,50,22,100,24,50,"NA:N,SA:N",0E1|1E3|2A1|3E6|4A4|5A20|6A1|7A20|8A1|9E8|10E3|11N1|12E2
654,245073,timeout,334,100,60.79,5,8,0.0500,0,1.176992,26,29,135,149,50,7,85,10,33,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E14|5E6|6A1|7A15|8A1|9A1|10E2|11A8|12E3
655,245421,timeout,348,100,131.98,6,7,0.0500,0,1.165440,46,48,150,148,50,14,76,16,42,"NA:N,SA:N",0E1|1E1|2E7|3E1|4E20|5A16|6A1|7A14|8A1|9A1|10E12|11A13|12E6
656,245770,timeout,349,100,113.89,4,9,0.0500,0,1.168510,33,50,150,149,50,13,78,17,34,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E4|5E3|6E2|7A11|8A1|9A1|10E20|11A20|12E16
657,246193,timeout,423,100,240.33,6,6,0.0500,0,1.269688,44,21,180,193,50,24,112,26,49,"NA:N,SA:N",0A1|1A2|2A20|3E3|4A1|5A19|6E3|7A1|8E3|9E4|10E4|11N1|12E4
658,246566,timeout,373,100,229.33,6,6,0.0500,0,1.147371,40,24,150,173,50,23,93,25,50,"NA:N,SA:N",0E2|1E6|2A1|3E3|4A1|5A16|6A1|7A20|8A1|9E8|10E2|11N1|12E3
659,246962,timeout,396,100,262.91,7,5,0.0500,0,1.124396,30,22,155,191,50,26,108,26,40,"NA:N,SA:N",0A1|1A2|2E3|3A1|4A4|5E8|6A1|7A20|8A1|9E4|10E3|11N1|12E4
660,247432,timeout,470,100,292.30,8,5,0.0500,0,1.063525,139,32,250,170,50,28,84,29,49,"NA:N,SA:N",0A20|1A20|2A20|3A2|4A20|5A20|6E2|7A17|8E1|9E8|10E13|11A20|12E8
661,247849,timeout,417,100,255.17,7,5,0.0500,0,1.037041,52,38,180,187,50,25,105,26,50,"NA:N,SA:N",0E3|1A1|2A8|3E17|4A1|5A20|6A1|7A20|8A1|9E11|10E3|11N1|12E4
662,248234,timeout,385,100,252.45,5,7,0.0500,0,1.066155,24,26,150,185,50,26,102,29,46,"NA:N,SA:N",0E1|1E1|2A1|3E2|4E9|5A1|6A20|7A1|8A1|9E8|10E3|11N1|12E2
663,248592,timeout,358,100,119.48,4,8,0.0500,0,0.994382,25,41,150,158,50,13,89,16,49,"NA:N,SA:N",0E1|1E1|2E10|3E1|4E20|5A3|6A1|7A20|8A1|9E4|10E2|11N1|12E2
664,248966,timeout,374,100,239.34,9,4,0.0500,0,0.988143,95,53,180,144,50,23,63,22,49,"NA:N,SA:N",0A20|1A3|2A20|3A1|4A1|5A20|6A1|7A9|8E1|9E16|10E18|11A20|12E18
665,249303,timeout,337,100,51.47,4,8,0.0500,0,1.053511,38,58,150,137,50,6,75,9,46,"NA:N,SA:N",0E1|1E1|2E9|3A1|4E20|5A16|6A1|7A20|8E20|9E2|10E3|11N1|12E2
666,249657,timeout,354,100,86.99,4,8,0.0500,0,1.089875,37,42,152,152,50,10,84,14,48,"NA:N,SA:N",0E1|1E1|2E1|3E5|4E20|5A19|6A1|7A16|8A1|9E9|10E3|11N1|12E2
