362,55020,timeout,150,30,-27.68,3,9,0.0500,0,0.239922,56,40,90,30,30,0,23,4,29,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E16|5A20|6E9|7A18|8E1|9E3|10E4|11N1|12E4
363,55174,timeout,154,30,-12.32,8,4,0.0500,0,0.236847,58,41,93,31,30,2,22,1,30,"NA:N,SA:N",0A1|1A1|2A1|3A12|4A7|5A1|6E18|7A18|8A17|9E18|10E3|11N1|12E2
364,55324,timeout,150,30,-21.60,4,8,0.0500,0,0.231824,60,42,90,30,30,1,22,5,30,"NA:N,SA:N",0A1|1E1|2A20|3E1|4E17|5A19|6E9|7A20|8E5|9E3|10E3|11N1|12E3
365,55504,timeout,180,30,8.78,9,3,0.0500,0,0.232043,79,41,120,30,30,0,22,0,30,"NA:A,SA:N",0A2|1A1|2A10|3A1|4A17|5A1|6A16|7A20|8A11|9E20|10E11|11N1|12E10
366,55664,timeout,160,30,4.77,8,4,0.0500,0,0.238911,67,37,100,30,30,0,20,1,28,"NA:N,SA:N",0A1|1A1|2A20|3A3|4A1|5A2|6A19|7A20|8E18|9E11|10E4|11N1|12E4
367,55814,timeout,150,30,-24.52,4,8,0.0500,0,0.226487,55,48,90,30,30,2,20,5,30,"NA:N,SA:N",0E2|1E2|2A19|3E1|4E20|5A13|6E14|7A20|8A3|9E3|10E3|11N1|12E3
368,55964,timeout,150,30,-33.50,3,9,0.0500,0,0.251952,42,53,90,30,30,1,22,6,30,"NA:N,SA:N",0E2|1E9|2A18|3E1|4E20|5A4|6E7|7A20|8E10|9E2|10E1|11N1|12E1
369,56114,timeout,150,30,3.40,8,4,0.0500,0,0.209780,46,43,90,30,30,0,23,0,29,"NA:N,SA:N",0A1|1A1|2A8|3A1|4A1|5A2|6A12|7A20|8E20|9E7|10E8|11N1|12E8
370,56264,timeout,150,30,-31.33,5,7,0.0500,0,0.213639,55,55,90,30,30,3,20,6,29,"NA:N,SA:N",0A2|1E1|2A4|3E1|4E17|5A12|6E20|7A20|8A17|9E9|10E3|11N1|12E4
371,56444,timeout,180,30,4.81,8,4,0.0500,0,0.220163,85,38,120,30,30,0,21,1,29,"NA:N,SA:N",0A13|1A1|2A20|3A1|4A1|5A20|6A9|7A20|8E17|9E12|10E5|11N1|12E4
372,56699,timeout,255,30,15.80,9,3,0.0500,0,0.225556,149,48,195,30,30,0,22,0,29,"NA:A,SA:N",0A11|1A1|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E20|10E14|11N1|12E14
373,56849,timeout,150,30,-22.09,6,6,0.0500,0,0.211591,53,47,90,30,30,1,22,3,27,"NA:N,SA:N",0A12|1A1|2A1|3E7|4A6|5A13|6E20|7A20|8E11|9E3|10E3|11N1|12E3
374,56999,timeout,150,30,-36.78,8,4,0.0500,0,0.206095,50,50,90,30,30,4,20,3,26,"NA:N,SA:N",0A1|1A1|2A3|3A18|4A5|5A1|6E20|7A1|8A20|9E20|10E5|11N1|12E5
375,57149,timeout,150,30,-26.89,8,4,0.0500,0,0.202325,61,42,90,30,30,5,19,4,30,"NA:N,SA:N",0A1|1A1|2A1|3A18|4A1|5A18|6E19|7A1|8A20|9E17|10E3|11N1|12E3
376,57299,timeout,150,30,-14.70,8,4,0.0500,0,0.202917,56,44,90,30,30,1,22,0,28,"NA:N,SA:N",0A1|1A1|2A5|3A18|4A6|5A1|6E20|7A4|8A20|9E17|10E3|11N1|12E4
377,57445,timeout,146,30,-19.67,4,8,0.0500,0,0.218395,58,45,86,30,30,3,20,7,29,"NA:N,SA:N",0A1|1E3|2A20|3E1|4E17|5A17|6E7|7A20|8E8|9E3|10E3|11N1|12E3
378,57600,timeout,155,30,1.49,8,4,0.0500,0,0.220092,44,53,95,30,30,0,22,1,28,"NA:N,SA:N",0A1|1A1|2A1|3A1|4A1|5A16|6A9|7A14|8E19|9E11|10E12|11N1|12E11
379,57750,timeout,150,30,3.50,8,3,0.0500,0,0.223722,50,34,90,30,30,0,23,0,28,"NA:N,SA:N",0A2|1A1|2A5|3A3|4A1|5A1|6A20|7N1|8A17|9E20|10E7|11N1|12E7
380,57900,timeout,150,30,-5.16,8,4,0.0500,0,0.218774,53,39,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A6|3A9|4A1|5A1|6A20|7A14|8E17|9E7|10E8|11N1|12E7
381,58065,timeout,165,30,8.40,9,3,0.0500,0,0.200001,68,40,105,30,30,0,21,0,30,"NA:A,SA:N",0A1|1A1|2A9|3A10|4A1|5A3|6A20|7A4|8A19|9E18|10E11|11N1|12E11
382,58215,timeout,150,30,-29.47,8,4,0.0500,0,0.203544,53,48,90,30,30,3,20,2,28,"NA:N,SA:N",0A1|1A1|2A1|3A18|4A10|5A1|6E19|7A1|8A20|9E20|10E5|11N1|12E4
383,58364,timeout,149,30,-39.37,4,8,0.0500,0,0.213002,60,40,89,30,30,2,20,7,23,"NA:N,SA:N",0E2|1E1|2A3|3E1|4E3|5A17|6E20|7A20|8A20|9E7|10E3|11N1|12E3
384,58609,timeout,245,30,16.25,9,3,0.0500,0,0.212111,149,40,185,30,30,0,21,0,30,"NA:A,SA:N",0A19|1A1|2A20|3A20|4A20|5A20|6A11|7A20|8A18|9E20|10E10|11N1|12E10
385,58759,timeout,150,30,3.72,8,3,0.0500,0,0.214733,43,44,90,30,30,0,23,0,27,"NA:N,SA:N",0A1|1A1|2A12|3A2|4A1|5A1|6A5|7N1|8A20|9E18|10E13|11N1|12E13
386,58909,timeout,150,30,5.30,8,3,0.0500,0,0.211739,55,36,90,30,30,0,23,0,28,"NA:N,SA:N",0A1|1A1|2A19|3A8|4A1|5A1|6A5|7N1|8A19|9E17|10E9|11N1|12E10
387,59099,timeout,190,30,10.95,9,3,0.0500,0,0.217129,82,47,130,30,30,0,22,0,29,"NA:A,SA:N",0A2|1A1|2A12|3A15|4A2|5A2|6A17|7A12|8A19|9E18|10E15|11N1|12E14
388,59249,timeout,150,30,9.81,9,3,0.0500,0,0.228658,46,49,90,30,30,0,21,0,30,"NA:A,SA:N",0A1|1A1|2A6|3A1|4A1|5A1|6A14|7A2|8A19|9E19|10E15|11N1|12E15
389,59395,timeout,146,30,-40.34,3,9,0.0500,0,0.221018,42,54,86,30,30,1,22,6,28,"NA:N,SA:N",0E1|1E1|2A10|3E1|4E19|5A12|6E14|7A20|8E11|9E3|10E2|11N1|12E2
390,59630,timeout,235,30,17.80,9,3,0.0500,0,0.225633,139,39,175,30,30,0,21,0,27,"NA:A,SA:N",0A5|1A3|2A20|3A20|4A18|5A20|6A14|7A20|8A19|9E19|10E10|11N1|12E10
391,59780,timeout,150,30,-23.67,5,7,0.0500,0,0.227968,57,44,90,30,30,3,20,6,28,"NA:N,SA:N",0A16|1E1|2A4|3E1|4E17|5A6|6E18|7A20|8A11|9E3|10E2|11N1|12E2
392,59930,timeout,150,30,1.37,8,4,0.0500,0,0.227059,43,46,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A1|3A6|4A1|5A2|6A18|7A13|8E19|9E9|10E9|11N1|12E9
393,60080,timeout,150,30,-37.70,3,9,0.0500,0,0.238247,49,52,90,30,30,0,23,5,28,"NA:N,SA:N",0E1|1E11|2A19|3E2|4E6|5A12|6E19|7A18|8E6|9E3|10E2|11N1|12E2
394,60230,timeout,150,30,6.08,8,4,0.0500,0,0.224397,57,35,90,30,30,0,22,1,30,"NA:N,SA:N",0A1|1A1|2A8|3A7|4A1|5A1|6A18|7A20|8E20|9E5|10E5|11N1|12E5
395,60380,timeout,150,30,-20.96,6,6,0.0500,0,0.233817,60,42,90,30,30,1,21,3,29,"NA:N,SA:N",0E1|1A17|2A2|3E12|4A10|5A1|6E20|7A10|8A20|9E3|10E3|11N1|12E3
396,60530,timeout,150,30,-27.36,5,7,0.0500,0,0.229245,38,55,90,30,30,0,23,3,28,"NA:N,SA:N",0E3|1A1|2A20|3E2|4A2|5A1|6E14|7A14|8E17|9E6|10E7|11N1|12E6
397,60680,timeout,150,30,-20.42,5,7,0.0500,0,0.237522,57,48,90,30,30,2,22,4,30,"NA:N,SA:N",0E1|1A15|2A1|3E1|4E20|5A6|6E18|7A20|8A15|9E3|10E2|11N1|12E3
398,60930,timeout,250,30,16.50,9,3,0.0500,0,0.228216,151,44,190,30,30,0,20,0,30,"NA:A,SA:N",0A2|1A20|2A20|3A20|4A17|5A20|6A13|7A20|8A19|9E19|10E13|11N1|12E12
399,61080,timeout,150,30,-2.28,7,5,0.0500,0,0.256246,49,39,90,30,30,0,23,1,29,"NA:N,SA:N",0A2|1A1|2A2|3A15|4A1|5A8|6E8|7A20|8E17|9E5|10E4|11N1|12E5
400,61230,timeout,150,30,5.40,8,4,0.0500,0,0.257238,48,40,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A4|3A4|4A1|5A1|6A20|7A16|8E17|9E8|10E7|11N1|12E8
401,61380,timeout,150,30,4.66,8,4,0.0500,0,0.252852,44,43,90,30,30,0,23,0,25,"NA:N,SA:N",0A2|1A1|2A1|3A7|4A1|5A3|6A18|7A11|8E20|9E7|10E8|11N1|12E8
402,61530,timeout,150,30,-2.29,8,3,0.0500,0,0.261717,47,55,90,30,30,0,15,0,27,"NA:N,SA:N",0A3|1A1|2A3|3A13|4A1|5A1|6A7|7N1|8A18|9E20|10E17|11N1|12E18
403,61690,timeout,160,30,1.35,9,3,0.0500,0,0.253887,79,46,100,30,30,0,10,0,28,"NA:A,SA:N",0A7|1A3|2A3|3A20|4A2|5A1|6A14|7A11|8A18|9E20|10E13|11N1|12E13
404,61840,timeout,150,30,-2.52,7,4,0.0500,0,0.257428,49,38,90,30,30,0,24,0,30,"NA:N,SA:N",0A1|1A1|2N1|3A8|4A1|5A1|6A20|7A17|8E18|9E7|10E7|11N1|12E6
405,62085,timeout,245,30,17.60,9,3,0.0500,0,0.250433,158,32,185,30,30,0,20,0,30,"NA:A,SA:N",0A20|1A2|2A20|3A20|4A17|5A20|6A20|7A20|8A19|9E19|10E7|11N1|12E6
406,62235,timeout,150,30,4.59,8,4,0.0500,0,0.262323,58,31,90,30,30,0,22,0,28,"NA:N,SA:N",0A2|1A1|2A3|3A10|4A1|5A2|6A19|7A20|8E18|9E4|10E4|11N1|12E5
407,62465,timeout,230,30,7.58,9,3,0.0500,0,0.270890,137,49,170,30,30,0,12,0,29,"NA:A,SA:N",0A20|1A5|2A11|3A20|4A2|5A20|6A20|7A20|8A19|9E19|10E15|11N1|12E15
408,62635,timeout,170,30,-3.20,9,3,0.0500,0,0.289159,89,57,110,30,30,0,4,0,30,"NA:A,SA:N",0A4|1A3|2A2|3A20|4A1|5A2|6A18|7A19|8A20|9E17|10E20|11N1|12E20
409,62785,timeout,150,30,-26.96,4,8,0.0500,0,0.294111,56,49,90,30,30,4,20,7,30,"NA:N,SA:N",0E1|1E1|2A16|3E1|4E16|5A1|6E20|7A19|8A20|9E4|10E3|11N1|12E3
410,62935,timeout,150,30,-8.13,6,6,0.0500,0,0.289850,46,42,90,30,30,0,23,2,29,"NA:N,SA:N",0A20|1A4|2A2|3E6|4A1|5A1|6E4|7A18|8E17|9E5|10E5|11N1|12E5
411,63085,timeout,150,30,1.20,9,3,0.0500,0,0.274219,65,49,90,30,30,0,10,0,29,"NA:A,SA:N",0A1|1A1|2A1|3A19|4A1|5A3|6A19|7A1|8A19|9E19|10E15|11N1|12E15
412,63235,timeout,150,30,3.46,8,4,0.0500,0,0.290036,50,44,90,30,30,0,21,0,30,"NA:N,SA:N",0A7|1A1|2A4|3A4|4A2|5A1|6A18|7A13|8E20|9E8|10E8|11N1|12E8
413,63385,timeout,150,30,-2.31,6,4,0.0500,0,0.277903,49,37,90,30,30,0,24,0,30,"NA:N,SA:N",0A8|1A1|2A1|3A10|4N1|5N1|6A18|7A11|8E19|9E6|10E6|11N1|12E6
414,63535,timeout,150,30,5.50,8,4,0.0500,0,0.260360,56,36,90,30,30,0,23,0,29,"NA:N,SA:N",0A1|1A1|2A1|3A5|4A7|5A1|6A20|7A20|8E18|9E6|10E6|11N1|12E6
415,63685,timeout,150,30,3.49,8,4,0.0500,0,0.268000,53,47,90,30,30,0,20,0,29,"NA:N,SA:N",0A3|1A1|2A3|3A5|4A1|5A1|6A19|7A20|8E19|9E10|10E9|11N1|12E9
416,63835,timeout,150,30,1.98,8,4,0.0500,0,0.290241,55,36,90,30,30,0,22,0,30,"NA:N,SA:N",0A8|1A1|2A2|3A2|4A1|5A1|6A20|7A20|8E18|9E6|10E6|11N1|12E6
417,63985,timeout,150,30,-13.20,8,3,0.0500,0,0.273082,62,60,90,30,30,0,7,0,27,"NA:N,SA:N",0A1|1A3|2A3|3A20|4A1|5A1|6A15|7N1|8A18|9E20|10E20|11N1|12E20
418,64135,timeout,150,30,-3.29,8,4,0.0500,0,0.292369,42,50,90,30,30,0,22,0,29,"NA:N,SA:N",0A7|1A1|2A1|3A3|4A1|5A1|6A18|7A10|8E20|9E10|10E10|11N1|12E10
419,64285,timeout,150,30,-0.28,8,4,0.0500,0,0.291015,51,45,90,30,30,0,21,0,30,"NA:N,SA:N",0A5|1A1|2A1|3A3|4A1|5A2|6A18|7A20|8E20|9E9|10E8|11N1|12E8
420,64435,timeout,150,30,-6.28,9,3,0.0500,0,0.284243,62,60,90,30,30,0,6,0,27,"NA:A,SA:N",0A1|1A14|2A2|3A17|4A1|5A1|6A5|7A3|8A18|9E20|10E20|11N1|12E20
421,64585,timeout,150,30,-16.10,8,3,0.0500,0,0.283327,59,60,90,30,30,0,1,0,30,"NA:N,SA:N",0A20|1A1|2A2|3A4|4A1|5A1|6A12|7N1|8A18|9E20|10E20|11N1|12E20
422,64830,timeout,245,30,14.50,9,3,0.0500,0,0.269471,151,36,185,30,30,0,19,0,30,"NA:A,SA:N",0A20|1A8|2A20|3A20|4A15|5A10|6A20|7A20|8A18|9E20|10E8|11N1|12E8
423,64980,timeout,150,30,0.85,8,4,0.0500,0,0.270311,48,48,90,30,30,0,21,0,28,"NA:N,SA:N",0A8|1A2|2A2|3A6|4A1|5A3|6A16|7A10|8E20|9E10|10E9|11N1|12E9
424,65130,timeout,150,30,2.95,8,4,0.0500,0,0.279010,46,46,90,30,30,0,22,0,29,"NA:N,SA:N",0A3|1A1|2A1|3A1|4A2|5A2|6A20|7A16|8E17|9E10|10E10|11N1|12E9
425,65280,timeout,150,30,4.06,8,4,0.0500,0,0.293042,58,38,90,30,30,0,22,0,30,"NA:N,SA:N",0A7|1A2|2A2|3A10|4A1|5A2|6A19|7A15|8E18|9E6|10E7|11N1|12E7
426,65430,timeout,150,30,-12.80,8,3,0.0500,0,0.283914,63,58,90,30,30,0,4,0,30,"NA:N,SA:N",0A14|1A1|2A5|3A1|4A1|5A1|6A20|7N1|8A20|9E18|10E20|11N1|12E20
427,65580,timeout,150,30,-33.67,7,5,0.0500,0,0.289021,53,47,90,30,30,2,20,3,28,"NA:N,SA:N",0A17|1A1|2A2|3E19|4A1|5A1|6A20|7A11|8E20|9E3|10E3|11N1|12E2
428,65730,timeout,150,30,-5.64,5,4,0.0500,0,0.282612,42,39,90,30,30,0,25,0,28,"NA:N,SA:N",0A1|1A1|2N1|3A6|4N1|5N1|6A19|7A15|8E19|9E7|10E7|11N1|12E6
429,65880,timeout,150,30,-15.54,7,5,0.0500,0,0.291464,56,37,90,30,30,0,22,1,30,"NA:N,SA:N",0A4|1A1|2A10|3A19|4A1|5A1|6E19|7A20|8E6|9E3|10E4|11N1|12E5
430,66120,timeout,240,30,8.80,9,3,0.0500,0,0.282459,148,49,180,30,30,0,14,0,28,"NA:A,SA:N",0A12|1A2|2A20|3A20|4A17|5A20|6A18|7A20|8A19|9E19|10E15|11N1|12E15
431,66270,timeout,150,30,-13.50,8,3,0.0500,0,0.287745,59,60,90,30,30,0,2,0,30,"NA:N,SA:N",0A1|1A1|2A4|3A20|4A1|5A1|6A13|7N1|8A18|9E20|10E20|11N1|12E20
432,66420,timeout,150,30,-10.00,8,3,0.0500,0,0.286481,70,56,90,30,30,0,5,0,29,"NA:N,SA:N",0A20|1A2|2A1|3A6|4A2|5A1|6A20|7N1|8A18|9E20|10E18|11N1|12E18
433,66645,timeout,225,30,4.20,9,3,0.0500,0,0.299935,133,57,165,30,30,0,10,1,27,"NA:A,SA:N",0A3|1A3|2A15|3A20|4A20|5A14|6A19|7A20|8A19|9E19|10E19|11N1|12E19
434,66795,timeout,150,30,-3.59,8,4,0.0500,0,0.298743,41,52,90,30,30,0,23,0,30,"NA:N,SA:N",0A16|1A1|2A1|3A2|4A1|5A2|6A17|7A1|8E19|9E11|10E11|11N1|12E11
435,66945,timeout,150,30,-4.80,5,4,0.0500,0,0.296384,48,34,90,30,30,0,25,0,30,"NA:N,SA:N",0A20|1A1|2N1|3A8|4A1|5N1|6A18|7N1|8E19|9E5|10E5|11N1|12E5
436,67095,timeout,150,30,-25.44,5,7,0.0500,0,0.321018,64,51,90,30,30,7,15,11,28,"NA:N,SA:N",0A7|1E3|2A14|3A3|4E17|5A20|6E20|7A20|8E3|9E3|10E2|11N1|12E3
437,67245,timeout,150,30,0.97,8,4,0.0500,0,0.327658,38,49,90,30,30,0,22,0,29,"NA:N,SA:N",0A1|1A1|2A2|3A1|4A1|5A1|6A20|7A11|8E18|9E10|10E11|11N1|12E10
438,67395,timeout,150,30,-36.70,7,5,0.0500,0,0.328377,50,44,90,30,30,1,22,1,27,"NA:N,SA:N",0A7|1A1|2A1|3E8|4A1|5A1|6E20|7A19|8A20|9E12|10E2|11N1|12E2
439,67545,timeout,150,30,0.99,8,4,0.0500,0,0.313614,62,45,90,30,30,0,17,1,30,"NA:N,SA:N",0A20|1A1|2A1|3A1|4A1|5A3|6A18|7A17|8E19|9E11|10E7|11N1|12E8
440,67695,timeout,150,30,-18.00,8,3,0.0500,0,0.311043,62,60,90,30,30,0,0,0,30,"NA:N,SA:N",0A20|1A1|2A2|3A5|4A1|5A1|6A14|7N1|8A18|9E20|10E20|11N1|12E20
441,67845,timeout,150,30,-17.10,8,3,0.0500,0,0.328547,72,60,90,30,30,0,1,0,30,"NA:N,SA:N",0A20|1A3|2A3|3A6|4A1|5A1|6A20|7N1|8A18|9E20|10E20|11N1|12E20
442,67995,timeout,150,30,-23.27,5,7,0.0500,0,0.333139,58,53,90,30,30,5,18,8,30,"NA:N,SA:N",0A6|1E12|2A20|3E1|4E20|5A12|6E9|7A1|8A19|9E4|10E3|11N1|12E4
443,68145,timeout,150,30,-32.60,6,6,0.0500,0,0.318719,60,46,90,30,30,3,18,5,28,"NA:N,SA:N",0A1|1E14|2A19|3A17|4E20|5A20|6E5|7A1|8A2|9E2|10E3|11N1|12E2
444,68295,timeout,150,30,0.26,7,4,0.0500,0,0.340175,51,39,90,30,30,0,22,1,28,"NA:N,SA:N",0A13|1A1|2A1|3A1|4N1|5A1|6A19|7A15|8E19|9E6|10E7|11N1|12E7
445,68495,timeout,200,30,-3.09,9,3,0.0500,0,0.320016,109,58,140,30,30,0,8,0,30,"NA:A,SA:N",0A20|1A3|2A4|3A20|4A1|5A3|6A18|7A20|8A20|9E18|10E20|11N1|12E20
446,68730,timeout,235,30,11.50,9,3,0.0500,0,0.309975,136,59,175,30,30,0,14,0,30,"NA:A,SA:N",0A20|1A15|2A12|3A20|4A6|5A7|6A18|7A20|8A18|9E20|10E19|11N1|12E20
447,68880,timeout,150,30,-28.28,6,6,0.0500,0,0.327704,48,46,90,30,30,0,24,1,26,"NA:N,SA:N",0A11|1A1|2A4|3E8|4A9|5A3|6E20|7A20|8E10|9E3|10E3|11N1|12E2
448,69030,timeout,150,30,6.28,8,4,0.0500,0,0.341554,55,35,90,30,30,0,23,0,30,"NA:N,SA:N",0A6|1A1|2A3|3A1|4A1|5A4|6A20|7A19|8E18|9E6|10E6|11N1|12E5
449,69180,timeout,150,30,-6.55,8,4,0.0500,0,0.333881,63,42,90,30,30,0,15,1,30,"NA:N,SA:N",0A3|1A2|2A5|3A12|4A1|5A6|6A19|7A15|8E13|9E17|10E6|11N1|12E6
450,69330,timeout,150,30,-17.20,8,3,0.0500,0,0.326443,71,58,90,30,30,0,1,0,28,"NA:N,SA:N",0A17|1A1|2A2|3A18|4A1|5A1|6A11|7N1|8A20|9E18|10E20|11N1|12E20
451,69480,timeout,150,30,-0.53,8,4,0.0500,0,0.333586,48,51,90,30,30,0,19,0,30,"NA:N,SA:N",0A20|1A1|2A1|3A1|4A1|5A1|6A16|7A7|8E19|9E11|10E11|11N1|12E10
452,69630,timeout,150,30,1.05,8,4,0.0500,0,0.361753,47,47,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A2|3A4|4A1|5A6|6A15|7A17|8E20|9E9|10E9|11N1|12E9
453,69810,timeout,180,30,-6.46,9,3,0.0500,0,0.345764,97,58,120,30,30,0,3,0,30,"NA:A,SA:N",0A4|1A3|2A7|3A20|4A1|5A20|6A20|7A2|8A20|9E18|10E20|11N1|12E20
454,69960,timeout,150,30,-11.71,8,4,0.0500,0,0.334656,47,44,90,30,30,0,23,0,29,"NA:N,SA:N",0A1|1A1|2A3|3A20|4A1|5A1|6A9|7A11|8E20|9E8|10E8|11N1|12E8
455,70110,timeout,150,30,4.80,8,4,0.0500,0,0.324131,54,39,90,30,30,0,22,0,30,"NA:N,SA:N",0A10|1A1|2A2|3A1|4A1|5A3|6A19|7A17|8E18|9E7|10E7|11N1|12E7
456,70260,timeout,150,30,0.70,7,4,0.0500,0,0.340614,57,42,90,30,30,0,19,0,30,"NA:N,SA:N",0A20|1A8|2A1|3A8|4A1|5A1|6A18|7N1|8E19|9E8|10E8|11N1|12E7
457,70410,timeout,150,30,4.36,8,4,0.0500,0,0.350922,52,42,90,30,30,0,22,1,30,"NA:N,SA:N",0A20|1A1|2A3|3A1|4A1|5A3|6A19|7A4|8E19|9E8|10E8|11N1|12E7
458,70560,timeout,150,30,0.01,8,4,0.0500,0,0.364903,57,46,90,30,30,0,17,1,30,"NA:N,SA:N",0A13|1A1|2A2|3A13|4A3|5A1|6A18|7A6|8E18|9E16|10E6|11N1|12E6
459,70710,timeout,150,30,7.35,8,4,0.0500,0,0.357560,59,32,90,30,30,0,23,0,30,"NA:N,SA:N",0A7|1A1|2A1|3A7|4A2|5A1|6A20|7A20|8E18|9E5|10E5|11N1|12E4
460,70858,timeout,148,30,-41.45,3,9,0.0500,0,0.333792,41,61,88,30,30,2,21,7,27,"NA:N,SA:N",0E1|1E7|2A18|3E2|4E20|5A3|6E18|7A20|8E7|9E2|10E2|11N1|12E2
461,71008,timeout,150,30,0.50,8,4,0.0500,0,0.354408,46,52,90,30,30,0,20,0,30,"NA:N,SA:N",0A2|1A1|2A1|3A2|4A1|5A1|6A18|7A20|8E20|9E11|10E11|11N1|12E10
462,71158,timeout,150,30,4.89,8,4,0.0500,0,0.363257,59,29,90,30,30,0,23,0,30,"NA:N,SA:N",0A15|1A1|2A2|3A1|4A2|5A18|6A19|7A1|8E19|9E3|10E3|11N1|12E4
463,71308,timeout,150,30,-18.60,8,3,0.0500,0,0.378843,70,58,90,30,30,0,1,0,30,"NA:N,SA:N",0A2|1A1|2A5|3A20|4A1|5A1|6A20|7N1|8A20|9E18|10E20|11N1|12E20
464,71463,timeout,155,30,-13.31,9,3,0.0500,0,0.361525,69,59,95,30,30,0,1,0,30,"NA:A,SA:N",0A1|1A5|2A9|3A20|4A1|5A1|6A5|7A8|8A19|9E19|10E20|11N1|12E20
465,71613,timeout,150,30,6.75,8,4,0.0500,0,0.334151,56,35,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A7|3A2|4A5|5A1|6A19|7A20|8E19|9E5|10E6|11N1|12E5
466,71763,timeout,150,30,9.68,8,4,0.0500,0,0.344234,61,31,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A3|3A3|4A10|5A5|6A18|7A20|8E20|9E4|10E4|11N1|12E3
467,71913,timeout,150,30,-28.72,4,8,0.0500,0,0.375360,57,57,90,30,30,3,20,7,30,"NA:N,SA:N",0A12|1E3|2A20|3E1|4E14|5A5|6E17|7A20|8E16|9E1|10E2|11N1|12E3
468,72063,timeout,150,30,-38.24,4,8,0.0500,0,0.345195,48,57,90,30,30,4,20,7,29,"NA:N,SA:N",0E1|1E1|2A9|3E1|4E13|5A1|6E20|7A18|8A20|9E15|10E3|11N1|12E3
469,72213,timeout,150,30,-8.00,9,3,0.0500,0,0.376410,74,55,90,30,30,1,3,0,30,"NA:A,SA:N",0A20|1A2|2A15|3A7|4A1|5A1|6A7|7A1|8A20|9E18|10E18|11N1|12E19
470,72363,timeout,150,30,7.12,8,4,0.0500,0,0.362518,51,40,90,30,30,0,23,0,30,"NA:N,SA:N",0A1|1A1|2A1|3A3|4A4|5A3|6A18|7A20|8E20|9E6|10E7|11N1|12E7
471,72513,timeout,150,30,-23.39,7,5,0.0500,0,0.369996,50,44,90,30,30,0,22,0,30,"NA:N,SA:N",0A1|1A1|2A1|3A19|4A1|5A7|6E18|7A20|8E18|9E2|10E3|11N1|12E3
472,72663,timeout,150,30,-1.73,8,4,0.0500,0,0.362196,60,33,90,30,30,0,22,0,30,"NA:N,SA:N",0A12|1A1|2A7|3A1|4A1|5A4|6A15|7A19|8E19|9E4|10E5|11N1|12E5
473,72923,timeout,260,30,19.60,9,3,0.0500,0,0.337495,166,39,200,30,30,0,22,0,30,"NA:A,SA:N",0A20|1A12|2A20|3A20|4A20|5A17|6A18|7A20|8A19|9E19|10E10|11N1|12E10
474,73073,timeout,150,30,-14.84,6,6,0.0500,0,0.373669,54,45,90,30,30,3,21,4,30,"NA:N,SA:N",0E1|1A19|2A1|3E17|4A6|5A1|6E20|7A8|8A19|9E2|10E3|11N1|12E2
475,73223,timeout,150,30,-17.05,7,5,0.0500,0,0.353142,53,39,90,30,30,1,22,2,28,"NA:N,SA:N",0A3|1A1|2A1|3A19|4A7|5A2|6E17|7A20|8E12|9E4|10E2|11N1|12E4
476,73373,timeout,150,30,-39.30,3,9,0.0500,0,0.395156,53,53,90,30,30,3,20,7,30,"NA:N,SA:N",0E1|1E1|2A20|3E3|4E20|5A13|6E13|7A20|8E11|9E1|10E2|11N1|12E1
477,73523,timeout,150,30,-16.36,6,6,0.0500,0,0.371214,49,49,90,30,30,1,22,3,29,"NA:N,SA:N",0A12|1A1|2A3|3E3|4A4|5A9|6E17|7A20|8E17|9E4|10E4|11N1|12E4
478,73673,timeout,150,30,-21.82,6,6,0.0500,0,0.371068,48,52,90,30,30,2,22,3,30,"NA:N,SA:N",0A9|1A1|2A1|3E17|4A1|5A16|6E20|7A20|8E7|9E3|10E2|11N1|12E3
479,73923,timeout,250,30,19.00,9,3,0.0500,0,0.393562,152,43,190,30,30,0,22,0,27,"NA:A,SA:N",0A10|1A11|2A20|3A20|4A20|5A14|6A19|7A20|8A18|9E20|10E12|11N1|12E11
480,74073,timeout,150,30,-17.41,6,6,0.0500,0,0.368217,52,49,90,30,30,3,20,5,29,"NA:N,SA:N",0A16|1A1|2A1|3E11|4A14|5A2|6E18|7A18|8E13|9E2|10E3|11N1|12E2
481,74223,timeout,150,30,-19.22,6,6,0.0500,0,0.380737,54,44,90,30,30,2,22,3,30,"NA:N,SA:N",0E1|1A1|2A1|3E1|4A13|5A2|6E20|7A17|8A20|9E16|10E3|11N1|12E3
482,74373,timeout,150,30,4.38,8,4,0.0500,0,0.384629,51,40,90,30,30,0,23,0,30,"NA:N,SA:N",0A3|1A3|2A6|3A1|4A6|5A1|6A18|7A13|8E20|9E7|10E7|11N1|12E6
483,74523,timeout,150,30,-4.65,8,4,0.0500,0,0.399916,60,41,90,30,30,0,20,0,30,"NA:N,SA:N",0A1|1A1|2A1|3A5|4A10|5A17|6A19|7A6|8E19|9E7|10E8|11N1|12E7
