241,72389,timeout,300,60,-67.25,5,7,0.0500,0,0.151011,82,83,180,60,60,3,50,6,57,"NA:N,SA:N",0E14|1E20|2A20|3A18|4E20|5A20|6A4|7A20|8E20|9E3|10E3|11N1|12E3
242,72689,timeout,300,60,-75.94,5,7,0.0500,0,0.148667,77,91,180,60,60,2,50,5,48,"NA:N,SA:N",0E11|1E20|2A20|3A5|4A12|5A20|6E20|7A20|8E20|9E6|10E7|11N1|12E7
243,72959,timeout,270,60,-56.14,3,9,0.0500,0,0.157230,59,78,150,60,60,3,50,8,52,"NA:N,SA:N",0E1|1E18|2A20|3E1|4E20|5A20|6E15|7A19|8E14|9E3|10E3|11N1|12E3
244,73354,timeout,395,60,-16.35,9,3,0.0500,0,0.156369,176,60,275,60,60,0,46,0,57,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E20|11N1|12E20
245,73644,timeout,290,60,-85.39,5,7,0.0500,0,0.158230,96,65,170,60,60,5,47,8,57,"NA:N,SA:N",0E1|1E18|2A20|3A18|4E20|5A20|6A18|7A20|8E19|9E3|10E2|11N1|12E2
246,73921,timeout,277,60,-55.69,3,9,0.0500,0,0.154125,57,84,157,60,60,1,53,5,53,"NA:N,SA:N",0E1|1E19|2A19|3E2|4E20|5A20|6E17|7A18|8E17|9E3|10E2|11N1|12E3
247,74221,timeout,300,60,-41.87,6,6,0.0500,0,0.154724,89,75,180,60,60,2,51,4,54,"NA:N,SA:N",0A6|1A3|2A20|3E7|4A20|5A20|6E20|7A20|8E20|9E10|10E9|11N1|12E9
248,74499,timeout,278,60,-74.55,3,9,0.0500,0,0.156519,58,88,158,60,60,2,52,6,47,"NA:N,SA:N",0E1|1E19|2A19|3E3|4E20|5A20|6E18|7A19|8E18|9E3|10E3|11N1|12E3
249,74799,timeout,300,60,-70.56,5,7,0.0500,0,0.177274,86,84,180,60,60,2,50,6,56,"NA:N,SA:N",0E2|1E20|2A16|3E8|4E20|5A20|6A10|7A20|8A20|9E20|10E3|11N1|12E11
250,75099,timeout,300,60,-35.16,7,5,0.0500,0,0.155590,82,74,180,60,60,0,52,2,59,"NA:N,SA:N",0A14|1A6|2A4|3A20|4A13|5A5|6E17|7A20|8E20|9E12|10E12|11N1|12E13
251,75384,timeout,285,60,-83.00,3,9,0.0500,0,0.143790,59,90,165,60,60,0,51,6,59,"NA:N,SA:N",0E1|1E17|2A20|3E3|4E20|5A20|6E10|7A19|8E15|9E8|10E8|11N1|12E8
252,75684,timeout,300,60,-89.17,6,6,0.0500,0,0.142635,64,92,180,60,60,0,54,1,57,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A3|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E11
253,75984,timeout,300,60,-58.17,6,6,0.0500,0,0.138320,77,77,180,60,60,0,53,1,57,"NA:N,SA:N",0A4|1A1|2A20|3E13|4A12|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E8
254,76372,timeout,388,60,-21.27,9,3,0.0500,0,0.144853,178,60,268,60,60,0,40,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
255,76672,timeout,300,60,-40.95,7,5,0.0500,0,0.159402,85,74,180,60,60,0,50,2,58,"NA:N,SA:N",0A20|1A3|2A1|3A20|4A20|5A1|6E18|7A20|8E20|9E12|10E12|11N1|12E12
256,76972,timeout,300,60,-32.80,7,5,0.0500,0,0.150964,79,72,180,60,60,0,54,0,59,"NA:N,SA:N",0A5|1A20|2A1|3A20|4A12|5A1|6E18|7A20|8E20|9E12|10E11|11N1|12E11
257,77272,timeout,300,60,-30.12,7,5,0.0500,0,0.149051,77,77,180,60,60,0,52,1,59,"NA:N,SA:N",0A20|1A12|2A1|3A18|4A5|5A1|6E20|7A20|8E20|9E12|10E13|11N1|12E12
258,77572,timeout,300,60,-65.50,7,5,0.0500,0,0.148582,79,82,180,60,60,0,53,0,58,"NA:N,SA:N",0A20|1A1|2A1|3A19|4A18|5A1|6E19|7A19|8E20|9E14|10E14|11N1|12E15
259,77872,timeout,300,60,-81.63,5,7,0.0500,0,0.144564,97,81,180,60,60,4,49,7,55,"NA:N,SA:N",0E5|1E20|2A20|3A17|4E20|5A20|6A20|7A20|8E20|9E6|10E5|11N1|12E5
260,78172,timeout,300,60,-39.98,6,6,0.0500,0,0.151734,78,77,180,60,60,0,53,2,60,"NA:N,SA:N",0A19|1A16|2A2|3E19|4A20|5A1|6E19|7A20|8E20|9E6|10E6|11N1|12E7
261,78472,timeout,300,60,-49.54,7,5,0.0500,0,0.147688,89,68,180,60,60,0,53,1,60,"NA:N,SA:N",0A20|1A20|2A2|3A18|4A20|5A2|6E20|7A7|8E20|9E9|10E9|11N1|12E10
262,78772,timeout,300,60,-55.20,7,5,0.0500,0,0.145921,76,80,180,60,60,0,51,2,59,"NA:N,SA:N",0A20|1A7|2A1|3A19|4A8|5A1|6E19|7A20|8E20|9E13|10E14|11N1|12E14
263,79072,timeout,300,60,-36.98,7,5,0.0500,0,0.139787,85,71,180,60,60,0,53,1,58,"NA:N,SA:N",0A20|1A2|2A1|3A19|4A16|5A8|6E19|7A19|8E20|9E10|10E11|11N1|12E11
264,79372,timeout,300,60,-69.32,7,5,0.0500,0,0.136483,79,79,180,60,60,1,51,1,59,"NA:N,SA:N",0A20|1A2|2A1|3A19|4A8|5A9|6E19|7A20|8E20|9E13|10E13|11N1|12E14
265,79769,timeout,397,60,-8.55,9,3,0.0500,0,0.143959,177,60,277,60,60,0,50,0,56,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E20|10E20|11N1|12E20
266,80058,timeout,289,60,-54.88,4,8,0.0500,0,0.133924,76,85,169,60,60,6,45,11,53,"NA:N,SA:N",0E1|1E16|2A19|3E1|4E20|5A20|6E20|7A17|8A20|9E20|10E3|11N1|12E4
267,80451,timeout,393,60,-9.05,9,3,0.0500,0,0.132982,178,60,273,60,60,0,49,0,54,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
268,80751,timeout,300,60,-82.85,5,7,0.0500,0,0.136911,88,75,180,60,60,2,49,5,53,"NA:N,SA:N",0E1|1E19|2A19|3E9|4E20|5A20|6A9|7A20|8A20|9E20|10E3|11N1|12E3
269,81051,timeout,300,60,-63.07,7,5,0.0500,0,0.142190,87,69,180,60,60,0,52,2,60,"NA:N,SA:N",0A9|1A16|2A12|3A17|4A1|5A20|6E16|7A12|8E20|9E11|10E11|11N1|12E11
270,81351,timeout,300,60,-72.54,7,5,0.0500,0,0.145583,87,60,180,60,60,0,53,1,58,"NA:N,SA:N",0A1|1A1|2A20|3A19|4A6|5A20|6E19|7A20|8E20|9E7|10E7|11N1|12E7
271,81623,timeout,272,60,-52.91,3,9,0.0500,0,0.156336,55,86,152,60,60,0,52,5,59,"NA:N,SA:N",0E1|1E20|2A18|3E1|4E20|5A20|6E18|7A17|8E19|9E2|10E2|11N1|12E3
272,81923,timeout,300,60,-83.42,6,6,0.0500,0,0.139814,88,73,180,60,60,0,51,3,60,"NA:N,SA:N",0A15|1A12|2A20|3E19|4A20|5A20|6E20|7A1|8E14|9E7|10E7|11N1|12E6
273,82223,timeout,300,60,-112.94,6,6,0.0500,0,0.142213,84,69,180,60,60,0,53,2,60,"NA:N,SA:N",0A11|1A12|2A20|3E19|4A20|5A20|6E20|7A1|8E13|9E6|10E6|11N1|12E5
274,82603,timeout,380,60,-15.55,9,3,0.0500,0,0.145890,178,59,260,60,60,0,47,0,57,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11N1|12E20
275,82993,timeout,390,60,-17.10,9,3,0.0500,0,0.140183,180,57,269,61,60,0,44,0,55,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E17|10E20|11N1|12E20
276,83293,timeout,300,60,-90.10,4,8,0.0500,0,0.139248,77,92,180,60,60,1,50,5,60,"NA:N,SA:N",0E1|1E15|2A20|3E11|4A19|5A18|6E18|7A20|8E20|9E9|10E9|11N1|12E9
277,83684,timeout,391,60,-14.52,9,3,0.0500,0,0.136709,177,60,271,60,60,0,43,0,54,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E20|10E20|11N1|12E20
278,84082,timeout,398,60,-20.85,9,3,0.0500,0,0.138488,180,58,277,61,60,0,42,0,56,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
279,84478,timeout,396,60,-13.20,9,3,0.0500,0,0.142681,178,59,276,60,60,0,46,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11N1|12E20
280,84778,timeout,300,60,-105.59,5,7,0.0500,0,0.140463,89,83,180,60,60,5,48,8,58,"NA:N,SA:N",0E15|1E20|2A20|3A17|4A18|5A20|6E20|7A14|8E20|9E2|10E3|11N1|12E3
281,85163,timeout,385,60,-17.69,9,3,0.0500,0,0.143371,176,60,265,60,60,0,42,0,57,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9E20|10E20|11N1|12E20
282,85426,timeout,263,60,-54.00,3,9,0.0500,0,0.138997,56,79,143,60,60,3,48,8,54,"NA:N,SA:N",0E1|1E20|2A18|3E1|4E20|5A20|6E12|7A18|8E12|9E7|10E3|11N1|12E3
283,85726,timeout,300,60,-77.71,7,5,0.0500,0,0.142716,95,72,180,60,60,2,48,4,60,"NA:N,SA:N",0A5|1A1|2A20|3A17|4A12|5A20|6E18|7A20|8E20|9E12|10E11|11N1|12E11
284,85993,timeout,267,60,-51.30,3,9,0.0500,0,0.135953,58,74,147,60,60,1,51,6,58,"NA:N,SA:N",0E2|1E18|2A20|3E1|4E20|5A20|6E13|7A18|8E13|9E3|10E2|11N1|12E2
285,86293,timeout,300,60,-91.23,4,8,0.0500,0,0.137730,72,89,180,60,60,0,53,4,59,"NA:N,SA:N",0E1|1E20|2A20|3E14|4A14|5A20|6E20|7A18|8E20|9E4|10E5|11N1|12E5
286,86585,timeout,292,60,-75.81,3,9,0.0500,0,0.140692,56,101,172,60,60,2,51,7,55,"NA:N,SA:N",0E3|1E20|2A18|3E2|4E20|5A18|6E20|7A20|8E20|9E5|10E6|11N1|12E5
287,86883,timeout,298,60,-57.60,5,7,0.0500,0,0.156749,99,73,178,60,60,5,48,8,56,"NA:N,SA:N",0E6|1E20|2A20|3A19|4E20|5A20|6A20|7A20|8E20|9E2|10E3|11N1|12E2
288,87176,timeout,293,60,-63.56,5,7,0.0500,0,0.137681,100,79,172,61,60,6,45,10,55,"NA:N,SA:N",0E1|1E20|2A20|3A20|4E20|5A20|6A20|7A20|8E20|9E11|10E3|11N1|12E4
289,87476,timeout,300,60,-56.57,5,7,0.0500,0,0.134577,96,80,180,60,60,3,48,6,48,"NA:N,SA:N",0A18|1E20|2A20|3A19|4E20|5A20|6E12|7A19|8E15|9E3|10E3|11N1|12E7
290,87776,timeout,300,60,-77.82,6,6,0.0500,0,0.147644,89,73,180,60,60,1,49,3,55,"NA:N,SA:N",0A5|1A6|2A20|3E16|4A20|5A20|6E20|7A18|8E20|9E5|10E6|11N1|12E6
291,88101,timeout,325,60,-64.08,6,6,0.0500,0,0.145041,108,80,205,60,60,0,50,3,57,"NA:N,SA:N",0A20|1A9|2A20|3E17|4A19|5A20|6E10|7A20|8E20|9E16|10E9|11N1|12E8
292,88386,timeout,285,60,-76.24,4,8,0.0500,0,0.134794,79,80,165,60,60,7,46,9,54,"NA:N,SA:N",0E1|1E16|2A19|3E17|4E20|5A20|6A20|7A20|8E20|9E1|10E2|11N1|12E3
293,88686,timeout,300,60,-94.61,5,7,0.0500,0,0.140068,98,73,180,60,60,4,48,7,53,"NA:N,SA:N",0E1|1E20|2A20|3A20|4A18|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
294,88981,timeout,295,60,-70.52,4,8,0.0500,0,0.148606,77,92,175,60,60,3,47,8,53,"NA:N,SA:N",0E1|1E19|2A19|3E2|4E20|5A20|6E20|7A18|8A20|9E20|10E5|11N1|12E5
295,89285,timeout,304,60,-95.08,7,5,0.0500,0,0.139985,83,90,183,61,60,3,46,5,58,"NA:N,SA:N",0A10|1A1|2A20|3A11|4A1|5A20|6E19|7A20|8E20|9E17|10E17|11N1|12E17
296,89551,timeout,266,60,-77.10,3,9,0.0500,0,0.153174,57,76,146,60,60,0,50,5,58,"NA:N,SA:N",0E1|1E19|2A19|3E2|4E20|5A20|6E13|7A18|8E14|9E3|10E2|11N1|12E2
297,89851,timeout,300,60,-79.13,5,7,0.0500,0,0.151400,88,78,180,60,60,4,49,7,52,"NA:N,SA:N",0E1|1E18|2A20|3E13|4E20|5A20|6A8|7A20|8A20|9E20|10E3|11N1|12E3
298,90151,timeout,300,60,-90.20,4,8,0.0500,0,0.155216,78,93,180,60,60,1,48,6,52,"NA:N,SA:N",0E1|1E18|2A20|3E20|4E20|5A20|6A18|7A20|8E20|9E4|10E5|11N1|12E5
299,90436,timeout,285,60,-70.88,4,8,0.0500,0,0.160949,80,77,164,61,60,1,52,4,51,"NA:N,SA:N",0E1|1E1|2A20|3E11|4E20|5A20|6E20|7A20|8A20|9E18|10E3|11N1|12E3
300,90761,timeout,325,60,-68.32,6,6,0.0500,0,0.147613,99,91,205,60,60,0,49,3,51,"NA:N,SA:N",0A19|1A2|2A20|3E19|4A20|5A20|6E20|7A18|8E20|9E12|10E10|11N1|12E10
301,91061,timeout,300,60,-103.24,6,6,0.0500,0,0.144170,82,78,180,60,60,0,51,2,58,"NA:N,SA:N",0A18|1A1|2A15|3E20|4A14|5A20|6E20|7A14|8E20|9E6|10E6|11N1|12E6
302,91361,timeout,300,60,-100.38,6,6,0.0500,0,0.158543,74,81,180,60,60,0,51,1,48,"NA:N,SA:N",0A17|1A1|2A20|3E20|4A2|5A20|6E20|7A14|8E20|9E7|10E7|11N1|12E7
303,91661,timeout,300,60,-102.88,5,7,0.0500,0,0.150324,83,92,180,60,60,5,44,8,55,"NA:N,SA:N",0E19|1E20|2A20|3A18|4E20|5A20|6A5|7A20|8E20|9E4|10E5|11N1|12E4
304,91961,timeout,300,60,-151.72,6,6,0.0500,0,0.164015,71,85,180,60,60,0,51,2,57,"NA:N,SA:N",0A19|1A1|2A9|3E18|4A4|5A20|6E20|7A18|8E20|9E9|10E9|11N1|12E9
305,92246,timeout,285,60,-60.04,4,8,0.0500,0,0.148857,78,76,165,60,60,3,48,8,56,"NA:N,SA:N",0A19|1E19|2A20|3E9|4E20|5A20|6E4|7A19|8E11|9E3|10E5|11N1|12E5
306,92542,timeout,296,60,-79.08,4,8,0.0500,0,0.173077,76,75,176,60,60,2,52,4,54,"NA:N,SA:N",0E1|1E20|2A20|3E8|4A16|5A20|6E20|7A20|8E20|9E2|10E2|11N1|12E2
307,92842,timeout,300,60,-73.91,6,6,0.0500,0,0.167830,97,66,180,60,60,1,49,3,52,"NA:N,SA:N",0A3|1A20|2A20|3E10|4A14|5A20|6E17|7A20|8E20|9E6|10E7|11N1|12E6
308,93142,timeout,300,60,-86.91,6,6,0.0500,0,0.162790,74,84,180,60,60,0,52,1,48,"NA:N,SA:N",0A15|1A1|2A6|3E16|4A12|5A20|6E20|7A20|8E19|9E10|10E9|11N1|12E10
309,93442,timeout,300,60,-108.40,6,6,0.0500,0,0.158329,94,74,180,60,60,4,48,5,55,"NA:N,SA:N",0A14|1E20|2A20|3A19|4E20|5A20|6A1|7A20|8E20|9E4|10E5|11N1|12E5
310,93742,timeout,300,60,-125.23,6,6,0.0500,0,0.149274,76,72,180,60,60,0,54,1,55,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A17|5A19|6E20|7A20|8E20|9E4|10E4|11N1|12E4
311,94042,timeout,300,60,-130.32,6,6,0.0500,0,0.155237,62,100,180,60,60,0,52,2,58,"NA:N,SA:N",0A18|1A1|2A8|3E20|4A9|5A20|6E20|7A6|8E20|9E13|10E14|11N1|12E13
312,94298,timeout,256,60,-54.36,3,9,0.0500,0,0.163097,60,68,135,61,60,2,47,7,52,"NA:N,SA:N",0E1|1E16|2A20|3E1|4E20|5A20|6E11|7A20|8E11|9E2|10E3|11N1|12E3
313,94598,timeout,300,60,-181.15,7,5,0.0500,0,0.161034,90,75,180,60,60,1,49,3,53,"NA:N,SA:N",0A19|1A9|2A20|3E19|4A1|5A20|6A1|7A20|8E20|9E12|10E12|11N1|12E12
314,94898,timeout,300,60,-96.94,6,6,0.0500,0,0.161304,83,72,180,60,60,1,50,3,52,"NA:N,SA:N",0A18|1A1|2A20|3E17|4A4|5A20|6E18|7A20|8E20|9E6|10E5|11N1|12E6
315,95198,timeout,300,60,-128.44,6,6,0.0500,0,0.151596,88,68,180,60,60,0,49,1,54,"NA:N,SA:N",0A19|1A1|2A12|3E19|4A16|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E3
316,95498,timeout,300,60,-55.84,7,5,0.0500,0,0.155662,101,66,180,60,60,1,45,2,49,"NA:N,SA:N",0A20|1A2|2A20|3A11|4A8|5A20|6E20|7A20|8E20|9E9|10E9|11N1|12E8
317,95796,timeout,298,60,-81.85,4,8,0.0500,0,0.162916,77,94,178,60,60,3,48,7,57,"NA:N,SA:N",0E1|1E20|2A18|3E20|4E20|5A20|6A19|7A20|8E20|9E4|10E5|11N1|12E4
318,96096,timeout,300,60,-88.65,6,6,0.0500,0,0.159016,77,91,180,60,60,0,49,2,54,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A15|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E11
319,96379,timeout,283,60,-89.55,3,9,0.0500,0,0.170438,60,80,162,61,60,0,52,4,51,"NA:N,SA:N",0E1|1E1|2A20|3E10|4E20|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E3
320,96626,timeout,247,60,-60.91,3,9,0.0500,0,0.177363,60,67,126,61,60,1,49,6,57,"NA:N,SA:N",0E1|1E9|2A20|3E3|4E20|5A20|6E10|7A20|8E11|9E3|10E5|11N1|12E5
321,96926,timeout,300,60,-110.80,7,5,0.0500,0,0.155065,88,81,180,60,60,2,46,4,57,"NA:N,SA:N",0A19|1A1|2A9|3E19|4A13|5A20|6E20|7A20|8A6|9E20|10E11|11N1|12E11
322,97226,timeout,300,60,-70.97,6,6,0.0500,0,0.157970,100,64,180,60,60,2,50,4,49,"NA:N,SA:N",0A20|1E18|2A20|3A19|4E20|5A20|6A2|7A19|8E17|9E3|10E3|11N1|12E3
323,97526,timeout,300,60,-98.33,6,6,0.0500,0,0.161238,81,77,180,60,60,0,53,1,51,"NA:N,SA:N",0A18|1A1|2A12|3E20|4A10|5A20|6E20|7A20|8E20|9E6|10E5|11N1|12E6
324,97796,timeout,270,60,-95.52,3,9,0.0500,0,0.156464,57,82,150,60,60,1,50,5,56,"NA:N,SA:N",0E1|1E15|2A17|3E10|4E20|5A20|6E10|7A20|8E17|9E4|10E2|11N1|12E3
325,98096,timeout,300,60,-55.56,7,5,0.0500,0,0.163883,84,78,180,60,60,0,50,0,55,"NA:N,SA:N",0A20|1A1|2A1|3A18|4A8|5A16|6E18|7A20|8E20|9E13|10E13|11N1|12E14
326,98478,timeout,382,60,-16.98,9,3,0.0500,0,0.164299,180,58,261,61,60,0,39,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
327,98778,timeout,300,60,-94.21,6,6,0.0500,0,0.158906,92,76,180,60,60,5,47,6,57,"NA:N,SA:N",0A4|1E18|2A20|3A17|4E20|5A20|6A11|7A20|8E20|9E6|10E6|11N1|12E6
328,99078,timeout,300,60,-102.53,6,6,0.0500,0,0.164958,73,92,180,60,60,0,48,1,55,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A12|5A20|6E20|7A20|8E20|9E11|10E11|11N1|12E11
329,99378,timeout,300,60,-85.19,6,6,0.0500,0,0.168357,82,76,180,60,60,0,51,1,51,"NA:N,SA:N",0A20|1A1|2A12|3E18|4A9|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E6
330,99678,timeout,300,60,-85.14,6,6,0.0500,0,0.178283,99,75,180,60,60,8,44,9,56,"NA:N,SA:N",0A19|1E19|2A19|3A20|4E20|5A20|6A1|7A20|8E20|9E5|10E5|11N1|12E6
331,99978,timeout,300,60,-71.18,6,6,0.0500,0,0.162408,83,77,180,60,60,2,50,3,51,"NA:N,SA:N",0A20|1A1|2A2|3E18|4A20|5A20|6E20|7A20|8E20|9E6|10E7|11N1|12E6
332,100278,timeout,300,60,-68.56,6,6,0.0500,0,0.160485,96,66,180,60,60,1,49,3,53,"NA:N,SA:N",0A18|1A1|2A19|3E20|4A20|5A20|6E20|7A18|8E15|9E4|10E4|11N1|12E3
333,100578,timeout,300,60,-63.49,6,6,0.0500,0,0.170247,95,66,180,60,60,0,48,2,53,"NA:N,SA:N",0A18|1A1|2A17|3E20|4A20|5A19|6E15|7A20|8E20|9E4|10E3|11N1|12E4
334,100870,timeout,292,60,-53.06,4,8,0.0500,0,0.175817,77,79,172,60,60,1,49,5,48,"NA:N,SA:N",0E1|1E13|2A19|3E1|4E20|5A20|6E20|7A18|8A20|9E16|10E3|11N1|12E5
335,101170,timeout,300,60,-68.17,6,6,0.0500,0,0.163033,87,72,180,60,60,1,53,2,56,"NA:N,SA:N",0A18|1A5|2A4|3E20|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E4
336,101470,timeout,300,60,-77.63,6,6,0.0500,0,0.178404,71,88,180,60,60,0,51,2,56,"NA:N,SA:N",0A18|1A1|2A6|3E20|4A20|5A6|6E20|7A20|8E20|9E9|10E10|11N1|12E9
337,101770,timeout,300,60,-109.20,5,7,0.0500,0,0.173726,80,80,180,60,60,3,50,5,49,"NA:N,SA:N",0E1|1E19|2A19|3E11|4E20|5A20|6A1|7A20|8A20|9E20|10E4|11N1|12E5
338,102070,timeout,300,60,-70.40,6,6,0.0500,0,0.176130,78,78,180,60,60,1,50,3,52,"NA:N,SA:N",0A11|1A1|2A11|3E20|4A15|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E6
339,102370,timeout,300,60,-80.69,6,6,0.0500,0,0.177101,88,75,180,60,60,0,51,2,57,"NA:N,SA:N",0A19|1A1|2A11|3E19|4A17|5A20|6E20|7A20|8E20|9E6|10E5|11N1|12E5
340,102670,timeout,300,60,-64.26,6,6,0.0500,0,0.180953,78,88,180,60,60,0,51,1,53,"NA:N,SA:N",0A20|1A7|2A5|3E18|4A20|5A6|6E20|7A20|8E20|9E10|10E10|11N1|12E10
341,102970,timeout,300,60,-66.41,6,6,0.0500,0,0.174337,85,72,180,60,60,0,52,1,56,"NA:N,SA:N",0A18|1A5|2A4|3E20|4A19|5A19|6E20|7A20|8E20|9E4|10E4|11N1|12E4
342,103270,timeout,300,60,-84.77,6,6,0.0500,0,0.185197,82,82,180,60,60,0,51,1,58,"NA:N,SA:N",0A20|1A1|2A15|3E18|4A20|5A6|6E20|7A20|8E20|9E8|10E8|11N1|12E8
343,103570,timeout,300,60,-74.13,6,6,0.0500,0,0.181375,77,87,180,60,60,0,52,1,51,"NA:N,SA:N",0A19|1A2|2A5|3E19|4A20|5A11|6E20|7A20|8E20|9E9|10E10|11N1|12E9
344,103870,timeout,300,60,-173.28,7,5,0.0500,0,0.210816,87,80,180,60,60,1,50,2,58,"NA:N,SA:N",0A18|1A1|2A20|3E19|4A7|5A20|6A1|7A20|8E20|9E14|10E13|11N1|12E14
345,104170,timeout,300,60,-50.98,6,6,0.0500,0,0.201470,78,80,180,60,60,0,51,2,49,"NA:N,SA:N",0A18|1A19|2A1|3E20|4A19|5A1|6E20|7A20|8E20|9E7|10E6|11N1|12E7
346,104460,timeout,290,60,-68.56,4,8,0.0500,0,0.226166,77,90,170,60,60,5,46,8,57,"NA:N,SA:N",0E1|1E2|2E19|3E20|4E20|5A17|6A20|7A20|8A20|9E20|10E3|11N1|12E5
347,104751,timeout,291,60,-77.20,4,8,0.0500,0,0.213771,77,70,171,60,60,2,51,5,47,"NA:N,SA:N",0E1|1E7|2A18|3E6|4E20|5A19|6E20|7A20|8A20|9E10|10E3|11N1|12E3
348,105036,timeout,285,60,-72.19,4,8,0.0500,0,0.238500,76,88,165,60,60,4,43,8,46,"NA:N,SA:N",0E1|1E16|2A20|3A16|4E20|5A20|6E17|7A20|8E20|9E5|10E5|11N1|12E4
349,105336,timeout,300,60,-110.34,4,8,0.0500,0,0.240971,71,92,180,60,60,2,50,5,57,"NA:N,SA:N",0E3|1E3|2A20|3E17|4E3|5A11|6E20|7A20|8A20|9E20|10E13|11N1|12E13
350,105636,timeout,300,60,-59.05,7,5,0.0500,0,0.247313,80,77,180,60,60,0,50,0,52,"NA:N,SA:N",0A20|1A1|2A1|3A8|4A13|5A17|6E19|7A20|8E20|9E13|10E12|11N1|12E13
351,105936,timeout,300,60,-61.63,6,6,0.0500,0,0.259141,80,75,180,60,60,0,52,2,55,"NA:N,SA:N",0A20|1A3|2A1|3E6|4A16|5A20|6E18|7A20|8E20|9E11|10E10|11N1|12E10
352,106236,timeout,300,60,-42.36,6,6,0.0500,0,0.260440,94,67,180,60,60,0,50,2,52,"NA:N,SA:N",0A20|1A20|2A7|3E18|4A20|5A7|6E20|7A20|8E20|9E3|10E3|11N1|12E3
353,106536,timeout,300,60,-26.86,7,5,0.0500,0,0.267039,81,64,180,60,60,0,52,1,54,"NA:N,SA:N",0A20|1A1|2A1|3A17|4A18|5A4|6E19|7A20|8E20|9E8|10E8|11N1|12E9
354,106934,timeout,398,60,-35.96,11,2,0.0500,0,0.282816,217,40,278,60,60,1,26,0,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A17|10E20|11A20|12E20
355,107234,timeout,300,60,-65.14,6,6,0.0500,0,0.299649,84,89,180,60,60,1,50,3,44,"NA:N,SA:N",0A14|1A7|2A19|3E18|4A20|5A4|6E20|7A20|8E20|9E11|10E10|11N1|12E10
356,107534,timeout,300,60,-58.29,6,6,0.0500,0,0.309783,104,72,180,60,60,7,44,10,45,"NA:N,SA:N",0A5|1E18|2A19|3A20|4E20|5A20|6A20|7A20|8E20|9E5|10E4|11N1|12E5
357,107834,timeout,300,60,-45.15,6,6,0.0500,0,0.319760,95,71,180,60,60,5,48,7,56,"NA:N,SA:N",0A1|1E19|2A20|3A16|4E20|5A20|6A18|7A20|8E20|9E4|10E4|11N1|12E4
358,108134,timeout,300,60,-46.68,7,5,0.0500,0,0.322634,74,76,180,60,60,0,53,1,53,"NA:N,SA:N",0A20|1A3|2A1|3A14|4A15|5A1|6E19|7A20|8E20|9E12|10E13|11N1|12E12
359,108488,timeout,354,60,-58.56,9,3,0.0500,0,0.336285,179,59,234,60,60,0,5,0,52,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
360,108767,timeout,279,60,-63.14,4,8,0.0500,0,0.343724,76,84,159,60,60,8,45,12,57,"NA:N,SA:N",0E1|1E16|2A16|3E20|4E20|5A20|6A20|7A20|8E20|9E3|10E2|11N1|12E2
361,109071,timeout,304,60,-50.68,7,5,0.0500,0,0.352817,83,74,183,61,60,0,52,0,46,"NA:N,SA:N",0A20|1A10|2A1|3A14|4A13|5A5|6E19|7A20|8E20|9E11|10E12|11N1|12E12
