243,88410,timeout,336,100,16.01,6,6,0.7200,0,0.446207,35,55,152,134,50,2,73,5,49,"NA:N,SA:N",0E12|1A3|2A16|3E20|4A12|5A1|6A1|7A2|8E11|9E3|10E5|11N1|12E4
244,88780,timeout,370,100,24.55,9,3,0.7189,0,0.449932,178,60,233,88,49,1,28,1,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
245,89091,timeout,311,100,36.11,8,4,0.7179,0,0.446791,102,74,167,94,50,3,32,4,47,"NA:N,SA:N",0A10|1A20|2A20|3A5|4A2|5A17|6A8|7A20|8E19|9E19|10E18|11N1|12E18
246,89415,timeout,324,100,31.54,5,7,0.7169,0,0.442608,55,50,150,124,50,4,62,8,46,"NA:N,SA:N",0E4|1A15|2A15|3E19|4A4|5A20|6E17|7A1|8E2|9E3|10E2|11N1|12E3
247,89790,timeout,375,100,114.40,5,7,0.7157,0,0.421706,17,30,152,173,50,12,103,15,43,"NA:N,SA:N",0E1|1A5|2A1|3E13|4A1|5A9|6E2|7A1|8E5|9E3|10E3|11N1|12E3
248,90123,timeout,333,100,11.73,5,7,0.7146,0,0.409186,67,54,158,126,49,2,65,6,42,"NA:N,SA:N",0E1|1A18|2A20|3E18|4A8|5A20|6E17|7A1|8E2|9E3|10E7|11N1|12E6
249,90438,timeout,315,100,28.30,5,7,0.7136,0,0.448528,72,63,152,113,50,4,49,9,47,"NA:N,SA:N",0E1|1A11|2A20|3E16|4A2|5A20|6E17|7A19|8E20|9E3|10E4|11N1|12E2
250,90750,timeout,312,100,61.32,6,6,0.7126,0,0.442559,63,67,150,112,50,6,49,8,48,"NA:N,SA:N",0E2|1A1|2A1|3E20|4A20|5A10|6E20|7A19|8A12|9E19|10E3|11N1|12E3
251,91086,timeout,336,100,45.11,5,7,0.7116,0,0.427836,55,43,152,134,50,5,71,8,49,"NA:N,SA:N",0E1|1A20|2A10|3E19|4A7|5A3|6E9|7A15|8E7|9E3|10E2|11N1|12E2
252,91411,timeout,325,100,58.80,6,6,0.7105,0,0.420437,66,50,153,123,49,6,59,8,42,"NA:N,SA:N",0E3|1A4|2A16|3E17|4A19|5A1|6A20|7A6|8E20|9E3|10E3|11N1|12E4
253,91734,timeout,323,100,44.83,7,5,0.7095,0,0.429320,67,34,150,123,50,4,62,5,48,"NA:N,SA:N",0E1|1A1|2A20|3A19|4A2|5A1|6E19|7A6|8A18|9E4|10E5|11N1|12E5
254,92130,timeout,396,100,91.96,2,11,0.7083,0,0.409484,12,53,155,192,49,12,119,20,44,"NA:E,SA:N",0E2|1E2|2E2|3E2|4E2|5E2|6E5|7E4|8E3|9E9|10E20|11A3|12A9
255,92475,timeout,345,100,105.00,8,5,0.7072,0,0.418523,61,41,155,140,50,10,71,12,47,"NA:N,SA:N",0E1|1A1|2A18|3E1|4E15|5A1|6E6|7A1|8A19|9A1|10E18|11A17|12A3
256,92806,timeout,331,100,46.76,6,6,0.7061,0,0.413607,69,57,160,122,49,5,57,8,48,"NA:N,SA:N",0E1|1A4|2A4|3E19|4A20|5A19|6A20|7A2|8E20|9E5|10E5|11N1|12E7
257,93143,timeout,337,100,67.27,6,6,0.7050,0,0.397812,48,54,150,137,50,7,72,9,43,"NA:N,SA:N",0A2|1A16|2A6|3E13|4A1|5A20|6E18|7A3|8E15|9E3|10E2|11N1|12E3
258,93539,timeout,396,100,106.46,3,10,0.7038,0,0.398002,10,36,160,186,50,13,113,21,45,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E2|6E1|7E6|8E2|9A3|10E20|11A1|12A6
259,93906,timeout,367,100,17.22,9,3,0.7026,0,0.398198,179,59,235,82,50,0,24,0,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
260,94250,timeout,344,100,39.89,6,6,0.7015,0,0.403444,79,52,170,125,49,4,61,7,45,"NA:N,SA:N",0E1|1A14|2A20|3E15|4A8|5A12|6E20|7A14|8A11|9E6|10E5|11N1|12E5
261,94671,timeout,421,100,150.36,6,7,0.7002,0,0.387067,7,42,164,211,46,16,131,20,40,"NA:N,SA:N",0A1|1E5|2E1|3A1|4E6|5E3|6A2|7E13|8A1|9A1|10E12|11A1|12E2
262,94992,timeout,321,100,12.86,5,7,0.6992,0,0.395860,91,59,165,106,50,2,46,6,46,"NA:N,SA:N",0E2|1A19|2A20|3E19|4A13|5A20|6E13|7A19|8E11|9E8|10E3|11N1|12E3
263,95329,timeout,337,100,56.47,10,3,0.6981,0,0.375131,46,37,150,137,50,4,75,3,47,"NA:N,SA:N",0A9|1A1|2A11|3E9|4A1|5A2|6E15|7A1|8A1|9A18|10E13|11A1|12A1
264,95702,timeout,373,100,128.68,6,6,0.6969,0,0.396990,19,32,152,171,50,13,100,15,46,"NA:N,SA:N",0A2|1A2|2A1|3E11|4A7|5A6|6E3|7A1|8E9|9E3|10E3|11N1|12E3
265,95959,loss,257,64,26.92,0,12,0.6961,0,0.404157,0,52,104,124,29,8,73,16,26,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E17|5E2|6E8|7E5|8E3|9E7|10E3|11N1|12E3
266,96356,timeout,397,100,71.82,4,9,0.6949,0,0.403037,4,35,161,188,48,9,118,13,41,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E3|5E1|6E3|7E4|8A1|9A1|10E20|11A1|12A1
267,96662,timeout,306,100,2.46,5,7,0.6939,0,0.397554,86,80,160,96,50,1,37,5,47,"NA:N,SA:N",0E1|1A18|2A20|3E19|4A20|5A20|6E19|7A8|8E20|9E7|10E7|11N1|12E7
268,97041,timeout,379,100,120.09,8,4,0.6927,0,0.419599,19,26,150,179,50,12,108,14,45,"NA:N,SA:N",0A4|1A1|2A1|3A1|4E7|5A2|6A1|7A8|8A1|9E14|10E4|11N1|12E1
269,97587,timeout,546,100,115.81,12,1,0.6910,0,0.383977,238,15,351,145,50,8,78,6,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E15|11A20|12A18
270,98005,timeout,418,100,55.88,2,11,0.6897,0,0.396435,23,32,167,201,50,9,131,18,41,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E2|6E1|7E1|8E1|9E2|10E20|11A3|12A20
271,98302,loss,297,77,-2.93,0,12,0.6887,0,0.393195,0,38,119,141,37,5,87,14,34,"NA:E,SA:N",0E1|1E1|2E1|3E3|4E5|5E5|6E5|7E3|8E5|9E5|10E2|11N1|12E2
272,98705,timeout,403,100,123.88,8,4,0.6874,0,0.399398,19,17,163,191,49,12,120,12,47,"NA:N,SA:N",0A1|1A1|2A1|3A1|4A11|5A2|6E5|7A1|8A1|9E7|10E3|11N1|12E2
273,99079,timeout,374,100,55.74,11,2,0.6862,0,0.410686,12,18,150,174,50,4,111,3,47,"NA:N,SA:N",0A1|1A2|2A1|3E15|4A1|5A1|6A1|7A1|8A1|9A1|10E3|11A1|12A1
274,99416,timeout,337,100,52.27,7,5,0.6852,0,0.409183,70,67,170,117,50,5,54,7,47,"NA:N,SA:N",0A10|1A20|2A20|3A1|4A2|5A11|6E19|7A6|8E20|9E10|10E9|11N1|12E9
275,99799,timeout,383,100,109.83,5,8,0.6840,0,0.385744,18,30,150,183,50,12,113,16,48,"NA:N,SA:N",0E1|1E1|2A1|3E7|4E1|5A1|6E1|7E1|8A1|9E3|10E15|11A14|12A1
276,100212,timeout,413,100,122.63,5,8,0.6827,0,0.391582,100,55,207,156,50,13,84,17,47,"NA:N,SA:A",0E3|1E3|2E3|3E2|4E2|5E4|6E18|7E20|8A20|9A20|10A20|11A20|12A20
277,100566,timeout,354,100,53.19,7,5,0.6815,0,0.392186,113,57,195,109,50,5,46,7,48,"NA:N,SA:N",0A14|1A20|2A20|3E18|4A3|5A20|6A16|7A20|8E11|9E17|10E6|11N1|12E5
278,100927,timeout,361,100,115.46,7,5,0.6804,0,0.411868,58,44,165,146,50,11,77,13,47,"NA:N,SA:N",0A2|1A4|2A3|3A5|4A20|5A13|6E5|7A11|8E17|9E8|10E7|11N1|12E7
279,101329,timeout,402,100,117.62,4,8,0.6791,0,0.391261,10,25,156,198,48,13,126,17,43,"NA:N,SA:N",0E1|1E1|2A1|3E2|4E1|5A3|6E12|7A1|8A5|9E4|10E2|11N1|12E2
280,101704,timeout,375,100,189.45,10,3,0.6779,0,0.398467,48,40,160,165,50,17,90,15,47,"NA:N,SA:N",0A1|1A2|2A6|3A18|4A1|5A2|6A1|7A1|8E3|9E17|10E20|11A15|12A1
281,102099,timeout,395,100,102.65,3,9,0.6767,0,0.399609,3,43,156,191,48,12,120,17,47,"NA:N,SA:N",0E1|1E2|2A1|3E12|4E5|5A1|6E11|7A1|8E3|9E3|10E3|11N1|12E3
282,102471,timeout,372,100,55.87,2,11,0.6755,0,0.393095,18,77,153,170,49,8,104,14,40,"NA:E,SA:N",0E3|1E3|2E3|3E3|4E7|5E3|6E12|7E3|8E17|9E3|10E20|11A17|12A1
283,102901,timeout,430,100,116.30,1,12,0.6741,0,0.393009,1,82,168,218,44,15,138,23,41,"NA:E,SA:N",0E4|1E4|2E4|3E4|4E4|5E4|6E5|7E3|8E4|9E16|10E15|11E15|12A1
284,103243,timeout,342,100,31.82,5,7,0.6731,0,0.398497,35,45,150,142,50,4,80,8,48,"NA:N,SA:N",0E2|1A12|2A20|3E14|4A1|5A1|6E12|7A1|8E7|9E6|10E2|11N1|12E2
285,103653,timeout,410,100,142.40,8,5,0.6718,0,0.396629,11,19,160,200,50,14,127,16,44,"NA:N,SA:N",0E1|1E1|2A1|3E3|4A1|5A2|6E7|7A1|8A1|9A1|10A3|11A1|12E7
286,103885,loss,232,58,-36.38,0,12,0.6710,0,0.401613,0,43,95,111,26,2,68,11,22,"NA:E,SA:N",0E1|1E1|2E1|3E8|4E1|5E3|6E4|7E7|8E3|9E10|10E2|11N1|12E2
287,104274,timeout,389,100,57.09,2,11,0.6698,0,0.416040,37,66,168,171,50,8,105,15,43,"NA:E,SA:N",0E3|1E4|2E3|3E3|4E4|5E4|6E13|7E6|8E15|9E8|10E3|11A20|12A17
288,104695,timeout,421,100,85.21,1,12,0.6685,0,0.409842,16,105,174,205,42,12,126,21,38,"NA:E,SA:N",0E4|1E4|2E4|3E11|4E4|5E4|6E7|7E4|8E4|9E19|10E20|11A16|12E20
289,105038,timeout,343,100,35.33,7,5,0.6674,0,0.408178,129,50,190,103,50,3,42,5,48,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A12|6E16|7A18|8E11|9E14|10E5|11N1|12E4
290,105353,timeout,315,100,28.80,6,6,0.6664,0,0.384992,72,65,155,110,50,3,49,6,48,"NA:N,SA:N",0A10|1A20|2A1|3E16|4A20|5A1|6E20|7A20|8E19|9E2|10E4|11N1|12E4
291,105676,timeout,323,100,26.23,6,6,0.6654,0,0.397594,76,58,158,116,49,3,54,6,44,"NA:N,SA:N",0A14|1A15|2A20|3E17|4A20|5A6|6E20|7A1|8E8|9E3|10E5|11N1|12E5
292,106009,timeout,333,100,14.03,6,6,0.6643,0,0.402909,66,63,160,123,50,2,63,5,46,"NA:N,SA:N",0A8|1A20|2A20|3E19|4A16|5A1|6E20|7A1|8E11|9E3|10E5|11N1|12E5
293,106384,timeout,375,100,114.65,6,6,0.6631,0,0.398832,10,30,150,175,50,12,105,15,42,"NA:N,SA:N",0A5|1A1|2A1|3E14|4A1|5A1|6E6|7A1|8E3|9E3|10E2|11N1|12E2
294,106796,timeout,412,100,47.42,10,3,0.6618,0,0.394142,198,59,262,101,49,3,38,3,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E19|11A20|12E20
295,107133,timeout,337,100,30.97,2,11,0.6607,0,0.399976,34,194,148,139,50,6,74,14,41,"NA:E,SA:N",0E17|1E17|2E17|3E17|4E17|5E18|6E17|7E18|8E18|9E18|10E20|11A20|12A14
296,107444,timeout,311,100,30.86,5,7,0.6598,0,0.396730,74,72,152,109,50,4,46,8,48,"NA:N,SA:N",0E11|1A16|2A6|3E17|4A14|5A20|6E18|7A18|8E14|9E4|10E4|11N1|12E4
297,107742,timeout,298,100,0.98,6,6,0.6588,0,0.405029,69,74,150,98,50,0,41,2,47,"NA:N,SA:N",0A15|1A4|2A9|3E19|4A1|5A20|6E20|7A20|8E18|9E5|10E6|11N1|12E6
298,108135,timeout,393,100,124.88,1,12,0.6576,0,0.399586,10,91,153,191,49,16,115,25,41,"NA:E,SA:N",0E5|1E5|2E5|3E5|4E5|5E5|6E4|7E5|8E12|9E17|10E20|11E3|12A10
299,108460,timeout,325,100,48.65,6,6,0.6565,0,0.390512,42,72,150,125,50,5,63,7,47,"NA:N,SA:N",0A11|1A17|2A7|3E18|4A3|5A1|6E20|7A3|8E19|9E5|10E5|11N1|12E5
300,108841,timeout,381,100,90.51,9,4,0.6553,0,0.390527,112,39,197,134,50,8,66,9,49,"NA:N,SA:N",0A12|1A20|2A19|3A3|4A20|5A3|6A2|7A14|8E9|9E10|10E10|11A19|12E10
301,109253,timeout,412,100,114.57,4,8,0.6540,0,0.399761,4,36,159,206,47,13,132,18,37,"NA:N,SA:N",0E1|1E2|2A1|3E1|4E13|5A1|6E12|7A1|8A1|9E3|10E2|11N1|12E2
302,109659,timeout,406,100,112.01,10,3,0.6527,0,0.414931,123,36,217,139,50,10,69,10,43,"NA:N,SA:N",0A1|1A14|2A20|3A20|4A20|5A1|6A7|7A11|8E1|9E15|10E20|11A20|12A9
303,110049,timeout,390,100,128.80,7,6,0.6515,0,0.391692,32,39,168,173,49,13,100,16,46,"NA:N,SA:N",0E1|1E1|2A1|3E3|4E7|5A1|6E7|7A1|8A2|9E20|10A4|11A20|12A3
304,110433,timeout,384,100,88.39,3,10,0.6503,0,0.418638,12,44,153,182,49,11,112,17,45,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E8|7E7|8E3|9A10|10E20|11A1|12A1
305,110786,timeout,353,100,72.03,7,5,0.6492,0,0.415432,106,48,178,126,49,7,60,9,49,"NA:N,SA:N",0A20|1A20|2A6|3A16|4A20|5A4|6E18|7A20|8E12|9E8|10E3|11N1|12E7
306,111162,timeout,376,100,81.51,7,5,0.6480,0,0.408098,12,29,155,171,50,8,105,10,45,"NA:N,SA:N",0A4|1A2|2A1|3E10|4A1|5A2|6E10|7A1|8A1|9E5|10E2|11N1|12E2
307,111563,timeout,401,100,106.66,2,10,0.6467,0,0.397702,7,46,159,195,47,13,122,19,41,"NA:N,SA:N",0E1|1E1|2E4|3E2|4E15|5A6|6E11|7A1|8E5|9E2|10E2|11N1|12E3
308,111906,timeout,343,100,72.38,6,6,0.6456,0,0.393173,54,66,155,138,50,8,71,12,49,"NA:N,SA:N",0A18|1A1|2A2|3E20|4A6|5A10|6E20|7A17|8E17|9E3|10E3|11N1|12E3
309,112258,timeout,352,100,25.02,6,6,0.6445,0,0.404098,33,53,150,152,50,3,91,6,47,"NA:N,SA:N",0A4|1A1|2A20|3E20|4A1|5A6|6E17|7A1|8E7|9E3|10E3|11N1|12E3
310,112573,timeout,315,100,2.20,7,5,0.6435,0,0.391167,108,76,175,90,50,0,32,2,49,"NA:N,SA:N",0A20|1A20|2A20|3A7|4A20|5A20|6E19|7A1|8E20|9E12|10E12|11N1|12E13
311,112969,timeout,396,100,102.81,5,7,0.6423,0,0.398170,8,26,152,194,50,11,125,13,40,"NA:N,SA:N",0E1|1E4|2A2|3E3|4A1|5A1|6E10|7A1|8A3|9E3|10E2|11N1|12E3
312,113286,timeout,317,100,35.12,7,5,0.6413,0,0.421863,56,79,152,115,50,3,54,4,46,"NA:N,SA:N",0A11|1A20|2A3|3E19|4A4|5A2|6A1|7A15|8E18|9E14|10E14|11N1|12E14
313,113602,timeout,316,100,11.76,6,6,0.6403,0,0.388008,53,68,150,116,50,1,58,3,45,"NA:N,SA:N",0A20|1A9|2A1|3E18|4A2|5A4|6E20|7A17|8E20|9E4|10E3|11N1|12E3
314,113983,timeout,381,100,86.71,6,6,0.6391,0,0.385982,10,37,150,181,50,9,115,11,40,"NA:N,SA:N",0E3|1A1|2A1|3E16|4A5|5A1|6E11|7A1|8A1|9E2|10E2|11N1|12E3
315,114347,timeout,364,100,101.04,9,4,0.6379,0,0.408572,33,20,150,164,50,9,97,9,46,"NA:N,SA:N",0E1|1A2|2A1|3E13|4A7|5A13|6A1|7A1|8A5|9A1|10E3|11A2|12E3
316,114742,timeout,395,100,88.70,1,12,0.6367,0,0.403491,18,115,165,186,44,12,110,20,37,"NA:E,SA:N",0E5|1E6|2E6|3E6|4E10|5E5|6E6|7E5|8E6|9E20|10E20|11A18|12E20
317,114992,loss,250,58,6.55,0,12,0.6359,0,0.408541,0,46,98,127,25,6,80,13,23,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E7|5E3|6E11|7E5|8E3|9E7|10E3|11N1|12E3
318,115379,timeout,387,100,59.42,5,7,0.6346,0,0.395978,7,40,153,185,49,7,119,11,46,"NA:N,SA:N",0E1|1A1|2A1|3E4|4E11|5A3|6E16|7A1|8A1|9E3|10E2|11N1|12E3
319,115760,timeout,381,100,108.11,9,4,0.6334,0,0.400977,75,32,180,151,50,10,81,12,46,"NA:N,SA:N",0A10|1A1|2A20|3A11|4A2|5A2|6A2|7A8|8E1|9E12|10E10|11A19|12E9
320,116129,timeout,369,100,126.59,4,9,0.6323,0,0.412102,21,41,150,169,50,14,97,19,47,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E8|5E1|6E4|7E4|8A10|9A1|10E20|11A3|12A7
321,116486,timeout,357,100,94.42,7,5,0.6311,0,0.411187,52,34,152,155,50,9,88,10,48,"NA:N,SA:N",0A20|1A1|2A1|3A15|4A12|5A2|6E17|7A1|8E10|9E2|10E3|11N1|12E2
322,116778,timeout,292,100,29.87,6,6,0.6302,0,0.414184,94,74,152,90,50,3,29,5,44,"NA:N,SA:N",0A14|1A20|2A15|3E18|4A20|5A20|6E20|7A5|8E20|9E5|10E5|11N1|12E6
323,117153,timeout,375,100,82.95,7,5,0.6290,0,0.409411,15,32,150,175,50,8,110,9,46,"NA:N,SA:N",0A6|1A2|2A1|3E17|4A2|5A2|6A1|7A1|8E4|9E3|10E4|11N1|12E4
324,117502,timeout,349,100,27.84,8,4,0.6279,0,0.419590,36,51,152,147,50,2,86,3,43,"NA:N,SA:N",0A13|1A1|2A1|3E15|4A2|5A3|6A14|7A1|8A1|9E18|10E9|11N1|12E9
325,117837,timeout,335,100,73.35,7,5,0.6268,0,0.407263,57,44,150,135,50,7,71,8,46,"NA:N,SA:N",0A17|1A1|2A2|3E14|4A15|5A20|6A1|7A1|8E12|9E6|10E6|11N1|12E6
326,118251,loss,414,99,78.24,0,12,0.6255,0,0.431375,0,39,161,208,45,13,133,21,39,"NA:E,SA:N",0E1|1E1|2E1|3E9|4E7|5E3|6E2|7E3|8E3|9E3|10E3|11N1|12E3
327,118597,timeout,346,100,27.91,6,6,0.6244,0,0.408423,21,71,153,144,49,3,83,5,40,"NA:N,SA:N",0A12|1A2|2A2|3E20|4A1|5A3|6E20|7A1|8E15|9E5|10E5|11N1|12E6
328,118982,timeout,385,100,122.10,6,6,0.6232,0,0.410426,24,17,152,183,50,12,113,14,47,"NA:N,SA:N",0A15|1A1|2A1|3E6|4A3|5A3|6E2|7A1|8E3|9E1|10E2|11N1|12E3
329,119354,timeout,372,100,92.87,7,5,0.6220,0,0.430546,110,39,195,127,50,9,60,11,48,"NA:N,SA:N",0A20|1A20|2A15|3A20|4A14|5A1|6E9|7A20|8E5|9E15|10E5|11N1|12E5
330,119723,timeout,369,100,121.39,6,6,0.6209,0,0.416362,31,35,150,169,50,12,100,14,45,"NA:N,SA:N",0A17|1A1|2A8|3E10|4A3|5A1|6E10|7A1|8E7|9E3|10E2|11N1|12E3
331,120085,timeout,362,100,90.87,7,5,0.6197,0,0.423813,29,38,152,160,50,9,92,11,44,"NA:N,SA:N",0A20|1A1|2A1|3A1|4A3|5A2|6E1|7A1|8E9|9E14|10E7|11N1|12E7
332,120471,timeout,386,100,96.86,8,5,0.6185,0,0.404495,70,37,188,148,50,9,80,11,47,"NA:N,SA:A",0E6|1E3|2E3|3E17|4E8|5A12|6A2|7A1|8A8|9A1|10A6|11A20|12A20
333,120862,timeout,391,100,94.56,3,9,0.6173,0,0.418008,10,22,152,189,50,11,120,15,46,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E10|5E2|6A1|7A8|8A1|9E4|10E1|11N1|12E1
334,121188,timeout,326,100,-11.14,6,6,0.6162,0,0.391926,82,72,170,106,50,0,46,5,49,"NA:N,SA:N",0A13|1A8|2A20|3E20|4A20|5A20|6E18|7A1|8E19|9E5|10N1|11E3|12E7
335,121515,timeout,327,100,18.62,7,5,0.6152,0,0.405244,52,64,153,125,49,1,67,1,46,"NA:N,SA:N",0A18|1A1|2A9|3E19|4A1|5A20|6A1|7A2|8E20|9E8|10E8|11N1|12E9
336,121863,timeout,348,100,20.53,6,6,0.6141,0,0.398316,38,53,153,146,49,2,86,4,46,"NA:N,SA:N",0A8|1A1|2A7|3E20|4A20|5A1|6E19|7A1|8E8|9E2|10E2|11N1|12E2
337,122251,timeout,388,100,80.78,8,4,0.6129,0,0.421208,32,16,165,174,49,7,108,7,47,"NA:N,SA:N",0A7|1A2|2A3|3A15|4A1|5A1|6A2|7A1|8E1|9E5|10E5|11N1|12E5
338,122636,timeout,385,100,143.50,4,8,0.6117,0,0.413406,15,34,152,183,50,16,108,21,43,"NA:N,SA:N",0E1|1E1|2A2|3E9|4A6|5A3|6E14|7A4|8E3|9E2|10E2|11N1|12E2
339,123002,timeout,366,100,55.71,7,5,0.6105,0,0.411666,22,40,152,164,50,5,101,6,42,"NA:N,SA:N",0A4|1A13|2A1|3E19|4A1|5A1|6A1|7A1|8E14|9E3|10E2|11N1|12E2
340,123423,timeout,421,100,153.46,4,8,0.6092,0,0.419397,4,43,165,211,45,16,134,18,33,"NA:N,SA:N",0E1|1E4|2A1|3E2|4E15|5A1|6A1|7A1|8E13|9E3|10E2|11N1|12E3
341,123764,timeout,341,100,53.46,8,4,0.6081,0,0.421634,47,50,153,140,48,4,78,3,44,"NA:N,SA:N",0A18|1A3|2A3|3E20|4A18|5A1|6A1|7A2|8A1|9E17|10E7|11N1|12E6
342,124119,timeout,355,100,78.20,6,6,0.6070,0,0.421163,35,54,152,153,50,8,87,10,43,"NA:N,SA:N",0A18|1A1|2A5|3E17|4A1|5A9|6E20|7A1|8E10|9E2|10E3|11N1|12E2
343,124521,timeout,402,100,99.67,4,8,0.6057,0,0.411307,9,28,159,196,47,11,125,15,41,"NA:N,SA:N",0E1|1E1|2A2|3E1|4E12|5A5|6A1|7A1|8E4|9E3|10E3|11N1|12E3
344,124909,timeout,388,100,47.73,1,12,0.6045,0,0.423709,16,157,161,184,43,8,111,16,32,"NA:E,SA:N",0E12|1E11|2E11|3E11|4E12|5E11|6E12|7E11|8E11|9E17|10E18|11E20|12A16
345,125265,timeout,356,100,55.16,8,4,0.6033,0,0.418504,38,40,158,149,49,5,85,6,46,"NA:N,SA:N",0A13|1A12|2A6|3E18|4A2|5A1|6A1|7A2|8A1|9E14|10E4|11N1|12E4
346,125614,timeout,349,100,122.84,11,2,0.6022,0,0.436574,66,30,153,147,49,10,78,8,47,"NA:N,SA:N",0A1|1A3|2A3|3E10|4A1|5A9|6A6|7A1|8A1|9A3|10E20|11A20|12A18
347,125969,timeout,355,100,54.40,7,5,0.6011,0,0.445822,19,46,152,153,50,5,90,6,46,"NA:N,SA:N",0A12|1A1|2A1|3E18|4A2|5A1|6A1|7A1|8E12|9E5|10E5|11N1|12E6
348,126310,timeout,341,100,63.31,7,5,0.6000,0,0.419415,43,44,150,141,50,6,78,7,47,"NA:N,SA:N",0A18|1A7|2A2|3E20|4A3|5A1|6A1|7A11|8E17|9E2|10E3|11N1|12E2
349,126648,timeout,338,100,49.73,8,4,0.5989,0,0.428578,50,50,152,136,50,4,74,4,44,"NA:N,SA:N",0A16|1A6|2A3|3E18|4A19|5A2|6A1|7A2|8A1|9E18|10E7|11N1|12E7
350,127035,timeout,387,100,139.47,6,6,0.5977,0,0.425942,17,35,155,183,49,14,110,15,39,"NA:N,SA:N",0E1|1A1|2A1|3E8|4A10|5A1|6E13|7A3|8A1|9E7|10E3|11N1|12E3
351,127366,timeout,331,100,27.96,8,4,0.5967,0,0.417871,58,49,152,129,50,2,69,2,45,"NA:N,SA:N",0A18|1A1|2A6|3E14|4A1|5A9|6A2|7A20|8A1|9E18|10E8|11N1|12E9
352,127723,timeout,357,100,68.92,8,4,0.5955,0,0.428896,28,47,152,155,50,6,91,6,43,"NA:N,SA:N",0A11|1A1|2A2|3E18|4A8|5A3|6A1|7A1|8A1|9E16|10E6|11N1|12E7
353,128082,timeout,359,100,46.24,8,4,0.5944,0,0.423455,29,35,153,158,48,4,94,5,44,"NA:N,SA:N",0A12|1A2|2A1|3E19|4A1|5A1|6A1|7A10|8A1|9E7|10E4|11N1|12E5
354,128420,timeout,338,100,44.28,7,5,0.5933,0,0.434261,39,51,150,138,50,4,77,5,45,"NA:N,SA:N",0A12|1A1|2A3|3E19|4A20|5A1|6A1|7A1|8E20|9E4|10E4|11N1|12E4
355,128833,timeout,413,100,133.38,6,7,0.5920,0,0.426852,13,36,159,207,47,14,132,17,40,"NA:N,SA:N",0E1|1E1|2E3|3E1|4E13|5A1|6A1|7A1|8A1|9A1|10E13|11A8|12E4
356,129161,timeout,328,100,24.33,7,5,0.5910,0,0.426828,44,69,152,126,50,2,66,3,44,"NA:N,SA:N",0A14|1A1|2A1|3E20|4A20|5A3|6A1|7A4|8E20|9E9|10E10|11N1|12E10
357,129504,timeout,343,100,79.18,7,5,0.5899,0,0.433191,65,41,153,141,49,8,74,10,48,"NA:N,SA:N",0A17|1A20|2A3|3A20|4A3|5A1|6E12|7A1|8E16|9E4|10E5|11N1|12E4
358,129855,timeout,351,100,95.21,8,4,0.5888,0,0.423673,34,54,150,151,50,9,84,10,47,"NA:N,SA:N",0A18|1A8|2A1|3E20|4A1|5A2|6A1|7A1|8A2|9E20|10E7|11N1|12E7
359,130191,timeout,336,100,74.21,8,4,0.5877,0,0.437275,54,47,152,134,50,6,71,5,45,"NA:N,SA:N",0A19|1A4|2A1|3E18|4A6|5A17|6A2|7A3|8A2|9E19|10E5|11N1|12E5
360,130560,timeout,369,100,59.44,4,8,0.5866,0,0.445020,22,36,153,167,49,7,102,11,46,"NA:N,SA:N",0E1|1E1|2E3|3E15|4E6|5A16|6A3|7A1|8A2|9E5|10E3|11N1|12E2
361,130926,timeout,366,100,98.56,8,4,0.5854,0,0.432964,93,34,180,136,50,9,69,9,49,"NA:N,SA:N",0A20|1A20|2A20|3A17|4A11|5A3|6E18|7A1|8A1|9E11|10E3|11N1|12E2
362,131265,timeout,339,100,85.29,10,3,0.5843,0,0.437774,54,32,150,139,50,7,74,6,44,"NA:N,SA:N",0E2|1A4|2A1|3E10|4A1|5A1|6A1|7A9|8A1|9A20|10E20|11A13|12A3
363,131600,timeout,335,100,56.35,8,4,0.5833,0,0.444548,46,46,150,135,50,5,72,6,49,"NA:N,SA:N",0A18|1A11|2A3|3E19|4A1|5A5|6A1|7A6|8A1|9E16|10E6|11N1|12E5
364,131920,timeout,320,100,29.35,8,4,0.5823,0,0.442957,46,74,152,118,50,2,58,2,45,"NA:N,SA:N",0A9|1A9|2A2|3E19|4A1|5A1|6A1|7A20|8A3|9E20|10E18|11N1|12E17
